cdmvto_sinc_billeteraIC;cdusuarioIC;femvtoIC;cdnumero_transaccionIC;vrmvtoIC;dsdescripcion_mvtoIC;cdtipo_mvtoIC;cdtipo_ajusteIC;cdorigen_ajusteIC;cdmvto_relacionIC;cdusuario_ingresaIC;feingresaIC;femodificaIC;cdmovimiento_referenciaIC;dsplacaIC;cdpunto_atencionIC;cdtipo_consumoIC;vrajusteIC;cdajusteIC
24123148;36468;2024-11-15;24123148;36332;Prueba performance insertar consumo 16948;0;null;null;25116134;21;2024-11-15;null;null;QWE000;123;1;null;null
24123149;36468;2024-11-15;24123149;36333;Prueba performance insertar consumo 16949;0;null;null;25116135;21;2024-11-15;null;null;RTQ843;123;1;null;null
24123150;36468;2024-11-15;24123150;36334;Prueba performance insertar consumo 16950;0;null;null;25116136;21;2024-11-15;null;null;AJT124;123;1;null;null
24123151;36468;2024-11-15;24123151;36335;Prueba performance insertar consumo 16951;0;null;null;25116137;21;2024-11-15;null;null;COA721;123;1;null;null
24123152;36468;2024-11-15;24123152;36336;Prueba performance insertar consumo 16952;0;null;null;25116138;21;2024-11-15;null;null;JJV112;123;1;null;null
24123153;36468;2024-11-15;24123153;36337;Prueba performance insertar consumo 16953;0;null;null;25116139;21;2024-11-15;null;null;LED195;123;1;null;null
24123154;36468;2024-11-15;24123154;36338;Prueba performance insertar consumo 16954;0;null;null;25116140;21;2024-11-15;null;null;MIT123;123;1;null;null
24123155;36468;2024-11-15;24123155;36339;Prueba performance insertar consumo 16955;0;null;null;25116141;21;2024-11-15;null;null;QWE000;123;1;null;null
24123156;36468;2024-11-15;24123156;36340;Prueba performance insertar consumo 16956;0;null;null;25116142;21;2024-11-15;null;null;RTQ843;123;1;null;null
24123157;36468;2024-11-15;24123157;36341;Prueba performance insertar consumo 16957;0;null;null;25116143;21;2024-11-15;null;null;AJT124;123;1;null;null
24123158;36468;2024-11-15;24123158;36342;Prueba performance insertar consumo 16958;0;null;null;25116144;21;2024-11-15;null;null;COA721;123;1;null;null
24123159;36468;2024-11-15;24123159;36343;Prueba performance insertar consumo 16959;0;null;null;25116145;21;2024-11-15;null;null;JJV112;123;1;null;null
24123160;36468;2024-11-15;24123160;36344;Prueba performance insertar consumo 16960;0;null;null;25116146;21;2024-11-15;null;null;LED195;123;1;null;null
24123161;36468;2024-11-15;24123161;36345;Prueba performance insertar consumo 16961;0;null;null;25116147;21;2024-11-15;null;null;MIT123;123;1;null;null
24123162;36468;2024-11-15;24123162;36346;Prueba performance insertar consumo 16962;0;null;null;25116148;21;2024-11-15;null;null;QWE000;123;1;null;null
24123163;36468;2024-11-15;24123163;36347;Prueba performance insertar consumo 16963;0;null;null;25116149;21;2024-11-15;null;null;RTQ843;123;1;null;null
24123164;36468;2024-11-15;24123164;36348;Prueba performance insertar consumo 16964;0;null;null;25116150;21;2024-11-15;null;null;AJT124;123;1;null;null
24123165;36468;2024-11-15;24123165;36349;Prueba performance insertar consumo 16965;0;null;null;25116151;21;2024-11-15;null;null;COA721;123;1;null;null
24123166;36468;2024-11-15;24123166;36350;Prueba performance insertar consumo 16966;0;null;null;25116152;21;2024-11-15;null;null;JJV112;123;1;null;null
24123167;36468;2024-11-15;24123167;36351;Prueba performance insertar consumo 16967;0;null;null;25116153;21;2024-11-15;null;null;LED195;123;1;null;null
24123168;36468;2024-11-15;24123168;36352;Prueba performance insertar consumo 16968;0;null;null;25116154;21;2024-11-15;null;null;MIT123;123;1;null;null
24123169;36468;2024-11-15;24123169;36353;Prueba performance insertar consumo 16969;0;null;null;25116155;21;2024-11-15;null;null;QWE000;123;1;null;null
24123170;36468;2024-11-15;24123170;36354;Prueba performance insertar consumo 16970;0;null;null;25116156;21;2024-11-15;null;null;RTQ843;123;1;null;null
24123171;36468;2024-11-15;24123171;36355;Prueba performance insertar consumo 16971;0;null;null;25116157;21;2024-11-15;null;null;AJT124;123;1;null;null
24123172;36468;2024-11-15;24123172;36356;Prueba performance insertar consumo 16972;0;null;null;25116158;21;2024-11-15;null;null;COA721;123;1;null;null
24123173;36468;2024-11-15;24123173;36357;Prueba performance insertar consumo 16973;0;null;null;25116159;21;2024-11-15;null;null;JJV112;123;1;null;null
24123174;36468;2024-11-15;24123174;36358;Prueba performance insertar consumo 16974;0;null;null;25116160;21;2024-11-15;null;null;LED195;123;1;null;null
24123175;36468;2024-11-15;24123175;36359;Prueba performance insertar consumo 16975;0;null;null;25116161;21;2024-11-15;null;null;MIT123;123;1;null;null
24123176;36468;2024-11-15;24123176;36360;Prueba performance insertar consumo 16976;0;null;null;25116162;21;2024-11-15;null;null;QWE000;123;1;null;null
24123177;36468;2024-11-15;24123177;36361;Prueba performance insertar consumo 16977;0;null;null;25116163;21;2024-11-15;null;null;RTQ843;123;1;null;null
24123178;36468;2024-11-15;24123178;36362;Prueba performance insertar consumo 16978;0;null;null;25116164;21;2024-11-15;null;null;AJT124;123;1;null;null
24123179;36468;2024-11-15;24123179;36363;Prueba performance insertar consumo 16979;0;null;null;25116165;21;2024-11-15;null;null;COA721;123;1;null;null
24123180;36468;2024-11-15;24123180;36364;Prueba performance insertar consumo 16980;0;null;null;25116166;21;2024-11-15;null;null;JJV112;123;1;null;null
24123181;36468;2024-11-15;24123181;36365;Prueba performance insertar consumo 16981;0;null;null;25116167;21;2024-11-15;null;null;LED195;123;1;null;null
24123182;36468;2024-11-15;24123182;36366;Prueba performance insertar consumo 16982;0;null;null;25116168;21;2024-11-15;null;null;MIT123;123;1;null;null
24123183;36468;2024-11-15;24123183;36367;Prueba performance insertar consumo 16983;0;null;null;25116169;21;2024-11-15;null;null;QWE000;123;1;null;null
24123184;36468;2024-11-15;24123184;36368;Prueba performance insertar consumo 16984;0;null;null;25116170;21;2024-11-15;null;null;RTQ843;123;1;null;null
24123185;36468;2024-11-15;24123185;36369;Prueba performance insertar consumo 16985;0;null;null;25116171;21;2024-11-15;null;null;AJT124;123;1;null;null
24123186;36468;2024-11-15;24123186;36370;Prueba performance insertar consumo 16986;0;null;null;25116172;21;2024-11-15;null;null;COA721;123;1;null;null
24123187;36468;2024-11-15;24123187;36371;Prueba performance insertar consumo 16987;0;null;null;25116173;21;2024-11-15;null;null;JJV112;123;1;null;null
24123188;36468;2024-11-15;24123188;36372;Prueba performance insertar consumo 16988;0;null;null;25116174;21;2024-11-15;null;null;LED195;123;1;null;null
24123189;36468;2024-11-15;24123189;36373;Prueba performance insertar consumo 16989;0;null;null;25116175;21;2024-11-15;null;null;MIT123;123;1;null;null
24123190;36468;2024-11-15;24123190;36374;Prueba performance insertar consumo 16990;0;null;null;25116176;21;2024-11-15;null;null;QWE000;123;1;null;null
24123191;36468;2024-11-15;24123191;36375;Prueba performance insertar consumo 16991;0;null;null;25116177;21;2024-11-15;null;null;RTQ843;123;1;null;null
24123192;36468;2024-11-15;24123192;36376;Prueba performance insertar consumo 16992;0;null;null;25116178;21;2024-11-15;null;null;AJT124;123;1;null;null
24123193;36468;2024-11-15;24123193;36377;Prueba performance insertar consumo 16993;0;null;null;25116179;21;2024-11-15;null;null;COA721;123;1;null;null
24123194;36468;2024-11-15;24123194;36378;Prueba performance insertar consumo 16994;0;null;null;25116180;21;2024-11-15;null;null;JJV112;123;1;null;null
24123195;36468;2024-11-15;24123195;36379;Prueba performance insertar consumo 16995;0;null;null;25116181;21;2024-11-15;null;null;LED195;123;1;null;null
24123196;36468;2024-11-15;24123196;36380;Prueba performance insertar consumo 16996;0;null;null;25116182;21;2024-11-15;null;null;MIT123;123;1;null;null
24123197;36468;2024-11-15;24123197;36381;Prueba performance insertar consumo 16997;0;null;null;25116183;21;2024-11-15;null;null;QWE000;123;1;null;null
24123198;36468;2024-11-15;24123198;36382;Prueba performance insertar consumo 16998;0;null;null;25116184;21;2024-11-15;null;null;RTQ843;123;1;null;null
24123199;36468;2024-11-15;24123199;36383;Prueba performance insertar consumo 16999;0;null;null;25116185;21;2024-11-15;null;null;AJT124;123;1;null;null
24123200;36468;2024-11-15;24123200;36384;Prueba performance insertar consumo 17000;0;null;null;25116186;21;2024-11-15;null;null;COA721;123;1;null;null
24123201;36468;2024-11-15;24123201;36385;Prueba performance insertar consumo 17001;0;null;null;25116187;21;2024-11-15;null;null;JJV112;123;1;null;null
24123202;36468;2024-11-15;24123202;36386;Prueba performance insertar consumo 17002;0;null;null;25116188;21;2024-11-15;null;null;LED195;123;1;null;null
24123203;36468;2024-11-15;24123203;36387;Prueba performance insertar consumo 17003;0;null;null;25116189;21;2024-11-15;null;null;MIT123;123;1;null;null
24123204;36468;2024-11-15;24123204;36388;Prueba performance insertar consumo 17004;0;null;null;25116190;21;2024-11-15;null;null;QWE000;123;1;null;null
24123205;36468;2024-11-15;24123205;36389;Prueba performance insertar consumo 17005;0;null;null;25116191;21;2024-11-15;null;null;RTQ843;123;1;null;null
24123206;36468;2024-11-15;24123206;36390;Prueba performance insertar consumo 17006;0;null;null;25116192;21;2024-11-15;null;null;AJT124;123;1;null;null
24123207;36468;2024-11-15;24123207;36391;Prueba performance insertar consumo 17007;0;null;null;25116193;21;2024-11-15;null;null;COA721;123;1;null;null
24123208;36468;2024-11-15;24123208;36392;Prueba performance insertar consumo 17008;0;null;null;25116194;21;2024-11-15;null;null;JJV112;123;1;null;null
24123209;36468;2024-11-15;24123209;36393;Prueba performance insertar consumo 17009;0;null;null;25116195;21;2024-11-15;null;null;LED195;123;1;null;null
24123210;36468;2024-11-15;24123210;36394;Prueba performance insertar consumo 17010;0;null;null;25116196;21;2024-11-15;null;null;MIT123;123;1;null;null
24123211;36468;2024-11-15;24123211;36395;Prueba performance insertar consumo 17011;0;null;null;25116197;21;2024-11-15;null;null;QWE000;123;1;null;null
24123212;36468;2024-11-15;24123212;36396;Prueba performance insertar consumo 17012;0;null;null;25116198;21;2024-11-15;null;null;RTQ843;123;1;null;null
24123213;36468;2024-11-15;24123213;36397;Prueba performance insertar consumo 17013;0;null;null;25116199;21;2024-11-15;null;null;AJT124;123;1;null;null
24123214;36468;2024-11-15;24123214;36398;Prueba performance insertar consumo 17014;0;null;null;25116200;21;2024-11-15;null;null;COA721;123;1;null;null
24123215;36468;2024-11-15;24123215;36399;Prueba performance insertar consumo 17015;0;null;null;25116201;21;2024-11-15;null;null;JJV112;123;1;null;null
24123216;36468;2024-11-15;24123216;36400;Prueba performance insertar consumo 17016;0;null;null;25116202;21;2024-11-15;null;null;LED195;123;1;null;null
24123217;36468;2024-11-15;24123217;36401;Prueba performance insertar consumo 17017;0;null;null;25116203;21;2024-11-15;null;null;MIT123;123;1;null;null
24123218;36468;2024-11-15;24123218;36402;Prueba performance insertar consumo 17018;0;null;null;25116204;21;2024-11-15;null;null;QWE000;123;1;null;null
24123219;36468;2024-11-15;24123219;36403;Prueba performance insertar consumo 17019;0;null;null;25116205;21;2024-11-15;null;null;RTQ843;123;1;null;null
24123220;36468;2024-11-15;24123220;36404;Prueba performance insertar consumo 17020;0;null;null;25116206;21;2024-11-15;null;null;AJT124;123;1;null;null
24123221;36468;2024-11-15;24123221;36405;Prueba performance insertar consumo 17021;0;null;null;25116207;21;2024-11-15;null;null;COA721;123;1;null;null
24123222;36468;2024-11-15;24123222;36406;Prueba performance insertar consumo 17022;0;null;null;25116208;21;2024-11-15;null;null;JJV112;123;1;null;null
24123223;36468;2024-11-15;24123223;36407;Prueba performance insertar consumo 17023;0;null;null;25116209;21;2024-11-15;null;null;LED195;123;1;null;null
24123224;36468;2024-11-15;24123224;36408;Prueba performance insertar consumo 17024;0;null;null;25116210;21;2024-11-15;null;null;MIT123;123;1;null;null
24123225;36468;2024-11-15;24123225;36409;Prueba performance insertar consumo 17025;0;null;null;25116211;21;2024-11-15;null;null;QWE000;123;1;null;null
24123226;36468;2024-11-15;24123226;36410;Prueba performance insertar consumo 17026;0;null;null;25116212;21;2024-11-15;null;null;RTQ843;123;1;null;null
24123227;36468;2024-11-15;24123227;36411;Prueba performance insertar consumo 17027;0;null;null;25116213;21;2024-11-15;null;null;AJT124;123;1;null;null
24123228;36468;2024-11-15;24123228;36412;Prueba performance insertar consumo 17028;0;null;null;25116214;21;2024-11-15;null;null;COA721;123;1;null;null
24123229;36468;2024-11-15;24123229;36413;Prueba performance insertar consumo 17029;0;null;null;25116215;21;2024-11-15;null;null;JJV112;123;1;null;null
24123230;36468;2024-11-15;24123230;36414;Prueba performance insertar consumo 17030;0;null;null;25116216;21;2024-11-15;null;null;LED195;123;1;null;null
24123231;36468;2024-11-15;24123231;36415;Prueba performance insertar consumo 17031;0;null;null;25116217;21;2024-11-15;null;null;MIT123;123;1;null;null
24123232;36468;2024-11-15;24123232;36416;Prueba performance insertar consumo 17032;0;null;null;25116218;21;2024-11-15;null;null;QWE000;123;1;null;null
24123233;36468;2024-11-15;24123233;36417;Prueba performance insertar consumo 17033;0;null;null;25116219;21;2024-11-15;null;null;RTQ843;123;1;null;null
24123234;36468;2024-11-15;24123234;36418;Prueba performance insertar consumo 17034;0;null;null;25116220;21;2024-11-15;null;null;AJT124;123;1;null;null
24123235;36468;2024-11-15;24123235;36419;Prueba performance insertar consumo 17035;0;null;null;25116221;21;2024-11-15;null;null;COA721;123;1;null;null
24123236;36468;2024-11-15;24123236;36420;Prueba performance insertar consumo 17036;0;null;null;25116222;21;2024-11-15;null;null;JJV112;123;1;null;null
24123237;36468;2024-11-15;24123237;36421;Prueba performance insertar consumo 17037;0;null;null;25116223;21;2024-11-15;null;null;LED195;123;1;null;null
24123238;36468;2024-11-15;24123238;36422;Prueba performance insertar consumo 17038;0;null;null;25116224;21;2024-11-15;null;null;MIT123;123;1;null;null
24123239;36468;2024-11-15;24123239;36423;Prueba performance insertar consumo 17039;0;null;null;25116225;21;2024-11-15;null;null;QWE000;123;1;null;null
24123240;36468;2024-11-15;24123240;36424;Prueba performance insertar consumo 17040;0;null;null;25116226;21;2024-11-15;null;null;RTQ843;123;1;null;null
24123241;36468;2024-11-15;24123241;36425;Prueba performance insertar consumo 17041;0;null;null;25116227;21;2024-11-15;null;null;AJT124;123;1;null;null
24123242;36468;2024-11-15;24123242;36426;Prueba performance insertar consumo 17042;0;null;null;25116228;21;2024-11-15;null;null;COA721;123;1;null;null
24123243;36468;2024-11-15;24123243;36427;Prueba performance insertar consumo 17043;0;null;null;25116229;21;2024-11-15;null;null;JJV112;123;1;null;null
24123244;36468;2024-11-15;24123244;36428;Prueba performance insertar consumo 17044;0;null;null;25116230;21;2024-11-15;null;null;LED195;123;1;null;null
24123245;36468;2024-11-15;24123245;36429;Prueba performance insertar consumo 17045;0;null;null;25116231;21;2024-11-15;null;null;MIT123;123;1;null;null
24123246;36468;2024-11-15;24123246;36430;Prueba performance insertar consumo 17046;0;null;null;25116232;21;2024-11-15;null;null;QWE000;123;1;null;null
24123247;36468;2024-11-15;24123247;36431;Prueba performance insertar consumo 17047;0;null;null;25116233;21;2024-11-15;null;null;RTQ843;123;1;null;null
24123248;36468;2024-11-15;24123248;36432;Prueba performance insertar consumo 17048;0;null;null;25116234;21;2024-11-15;null;null;AJT124;123;1;null;null
24123249;36468;2024-11-15;24123249;36433;Prueba performance insertar consumo 17049;0;null;null;25116235;21;2024-11-15;null;null;COA721;123;1;null;null
24123250;36468;2024-11-15;24123250;36434;Prueba performance insertar consumo 17050;0;null;null;25116236;21;2024-11-15;null;null;JJV112;123;1;null;null
24123251;36468;2024-11-15;24123251;36435;Prueba performance insertar consumo 17051;0;null;null;25116237;21;2024-11-15;null;null;LED195;123;1;null;null
24123252;36468;2024-11-15;24123252;36436;Prueba performance insertar consumo 17052;0;null;null;25116238;21;2024-11-15;null;null;MIT123;123;1;null;null
24123253;36468;2024-11-15;24123253;36437;Prueba performance insertar consumo 17053;0;null;null;25116239;21;2024-11-15;null;null;QWE000;123;1;null;null
24123254;36468;2024-11-15;24123254;36438;Prueba performance insertar consumo 17054;0;null;null;25116240;21;2024-11-15;null;null;RTQ843;123;1;null;null
24123255;36468;2024-11-15;24123255;36439;Prueba performance insertar consumo 17055;0;null;null;25116241;21;2024-11-15;null;null;AJT124;123;1;null;null
24123256;36468;2024-11-15;24123256;36440;Prueba performance insertar consumo 17056;0;null;null;25116242;21;2024-11-15;null;null;COA721;123;1;null;null
24123257;36468;2024-11-15;24123257;36441;Prueba performance insertar consumo 17057;0;null;null;25116243;21;2024-11-15;null;null;JJV112;123;1;null;null
24123258;36468;2024-11-15;24123258;36442;Prueba performance insertar consumo 17058;0;null;null;25116244;21;2024-11-15;null;null;LED195;123;1;null;null
24123259;36468;2024-11-15;24123259;36443;Prueba performance insertar consumo 17059;0;null;null;25116245;21;2024-11-15;null;null;MIT123;123;1;null;null
24123260;36468;2024-11-15;24123260;36444;Prueba performance insertar consumo 17060;0;null;null;25116246;21;2024-11-15;null;null;QWE000;123;1;null;null
24123261;36468;2024-11-15;24123261;36445;Prueba performance insertar consumo 17061;0;null;null;25116247;21;2024-11-15;null;null;RTQ843;123;1;null;null
24123262;36468;2024-11-15;24123262;36446;Prueba performance insertar consumo 17062;0;null;null;25116248;21;2024-11-15;null;null;AJT124;123;1;null;null
24123263;36468;2024-11-15;24123263;36447;Prueba performance insertar consumo 17063;0;null;null;25116249;21;2024-11-15;null;null;COA721;123;1;null;null
24123264;36468;2024-11-15;24123264;36448;Prueba performance insertar consumo 17064;0;null;null;25116250;21;2024-11-15;null;null;JJV112;123;1;null;null
24123265;36468;2024-11-15;24123265;36449;Prueba performance insertar consumo 17065;0;null;null;25116251;21;2024-11-15;null;null;LED195;123;1;null;null
24123266;36468;2024-11-15;24123266;36450;Prueba performance insertar consumo 17066;0;null;null;25116252;21;2024-11-15;null;null;MIT123;123;1;null;null
24123267;36468;2024-11-15;24123267;36451;Prueba performance insertar consumo 17067;0;null;null;25116253;21;2024-11-15;null;null;QWE000;123;1;null;null
24123268;36468;2024-11-15;24123268;36452;Prueba performance insertar consumo 17068;0;null;null;25116254;21;2024-11-15;null;null;RTQ843;123;1;null;null
24123269;36468;2024-11-15;24123269;36453;Prueba performance insertar consumo 17069;0;null;null;25116255;21;2024-11-15;null;null;AJT124;123;1;null;null
24123270;36468;2024-11-15;24123270;36454;Prueba performance insertar consumo 17070;0;null;null;25116256;21;2024-11-15;null;null;COA721;123;1;null;null
24123271;36468;2024-11-15;24123271;36455;Prueba performance insertar consumo 17071;0;null;null;25116257;21;2024-11-15;null;null;JJV112;123;1;null;null
24123272;36468;2024-11-15;24123272;36456;Prueba performance insertar consumo 17072;0;null;null;25116258;21;2024-11-15;null;null;LED195;123;1;null;null
24123273;36468;2024-11-15;24123273;36457;Prueba performance insertar consumo 17073;0;null;null;25116259;21;2024-11-15;null;null;MIT123;123;1;null;null
24123274;36468;2024-11-15;24123274;36458;Prueba performance insertar consumo 17074;0;null;null;25116260;21;2024-11-15;null;null;QWE000;123;1;null;null
24123275;36468;2024-11-15;24123275;36459;Prueba performance insertar consumo 17075;0;null;null;25116261;21;2024-11-15;null;null;RTQ843;123;1;null;null
24123276;36468;2024-11-15;24123276;36460;Prueba performance insertar consumo 17076;0;null;null;25116262;21;2024-11-15;null;null;AJT124;123;1;null;null
24123277;36468;2024-11-15;24123277;36461;Prueba performance insertar consumo 17077;0;null;null;25116263;21;2024-11-15;null;null;COA721;123;1;null;null
24123278;36468;2024-11-15;24123278;36462;Prueba performance insertar consumo 17078;0;null;null;25116264;21;2024-11-15;null;null;JJV112;123;1;null;null
24123279;36468;2024-11-15;24123279;36463;Prueba performance insertar consumo 17079;0;null;null;25116265;21;2024-11-15;null;null;LED195;123;1;null;null
24123280;36468;2024-11-15;24123280;36464;Prueba performance insertar consumo 17080;0;null;null;25116266;21;2024-11-15;null;null;MIT123;123;1;null;null
24123281;36468;2024-11-15;24123281;36465;Prueba performance insertar consumo 17081;0;null;null;25116267;21;2024-11-15;null;null;QWE000;123;1;null;null
24123282;36468;2024-11-15;24123282;36466;Prueba performance insertar consumo 17082;0;null;null;25116268;21;2024-11-15;null;null;RTQ843;123;1;null;null
24123283;36468;2024-11-15;24123283;36467;Prueba performance insertar consumo 17083;0;null;null;25116269;21;2024-11-15;null;null;AJT124;123;1;null;null
24123284;36468;2024-11-15;24123284;36468;Prueba performance insertar consumo 17084;0;null;null;25116270;21;2024-11-15;null;null;COA721;123;1;null;null
24123285;36468;2024-11-15;24123285;36469;Prueba performance insertar consumo 17085;0;null;null;25116271;21;2024-11-15;null;null;JJV112;123;1;null;null
24123286;36468;2024-11-15;24123286;36470;Prueba performance insertar consumo 17086;0;null;null;25116272;21;2024-11-15;null;null;LED195;123;1;null;null
24123287;36468;2024-11-15;24123287;36471;Prueba performance insertar consumo 17087;0;null;null;25116273;21;2024-11-15;null;null;MIT123;123;1;null;null
24123288;36468;2024-11-15;24123288;36472;Prueba performance insertar consumo 17088;0;null;null;25116274;21;2024-11-15;null;null;QWE000;123;1;null;null
24123289;36468;2024-11-15;24123289;36473;Prueba performance insertar consumo 17089;0;null;null;25116275;21;2024-11-15;null;null;RTQ843;123;1;null;null
24123290;36468;2024-11-15;24123290;36474;Prueba performance insertar consumo 17090;0;null;null;25116276;21;2024-11-15;null;null;AJT124;123;1;null;null
24123291;36468;2024-11-15;24123291;36475;Prueba performance insertar consumo 17091;0;null;null;25116277;21;2024-11-15;null;null;COA721;123;1;null;null
24123292;36468;2024-11-15;24123292;36476;Prueba performance insertar consumo 17092;0;null;null;25116278;21;2024-11-15;null;null;JJV112;123;1;null;null
24123293;36468;2024-11-15;24123293;36477;Prueba performance insertar consumo 17093;0;null;null;25116279;21;2024-11-15;null;null;LED195;123;1;null;null
24123294;36468;2024-11-15;24123294;36478;Prueba performance insertar consumo 17094;0;null;null;25116280;21;2024-11-15;null;null;MIT123;123;1;null;null
24123295;36468;2024-11-15;24123295;36479;Prueba performance insertar consumo 17095;0;null;null;25116281;21;2024-11-15;null;null;QWE000;123;1;null;null
24123296;36468;2024-11-15;24123296;36480;Prueba performance insertar consumo 17096;0;null;null;25116282;21;2024-11-15;null;null;RTQ843;123;1;null;null
24123297;36468;2024-11-15;24123297;36481;Prueba performance insertar consumo 17097;0;null;null;25116283;21;2024-11-15;null;null;AJT124;123;1;null;null
24123298;36468;2024-11-15;24123298;36482;Prueba performance insertar consumo 17098;0;null;null;25116284;21;2024-11-15;null;null;COA721;123;1;null;null
24123299;36468;2024-11-15;24123299;36483;Prueba performance insertar consumo 17099;0;null;null;25116285;21;2024-11-15;null;null;JJV112;123;1;null;null
24123300;36468;2024-11-15;24123300;36484;Prueba performance insertar consumo 17100;0;null;null;25116286;21;2024-11-15;null;null;LED195;123;1;null;null
24123301;36468;2024-11-15;24123301;36485;Prueba performance insertar consumo 17101;0;null;null;25116287;21;2024-11-15;null;null;MIT123;123;1;null;null
24123302;36468;2024-11-15;24123302;36486;Prueba performance insertar consumo 17102;0;null;null;25116288;21;2024-11-15;null;null;QWE000;123;1;null;null
24123303;36468;2024-11-15;24123303;36487;Prueba performance insertar consumo 17103;0;null;null;25116289;21;2024-11-15;null;null;RTQ843;123;1;null;null
24123304;36468;2024-11-15;24123304;36488;Prueba performance insertar consumo 17104;0;null;null;25116290;21;2024-11-15;null;null;AJT124;123;1;null;null
24123305;36468;2024-11-15;24123305;36489;Prueba performance insertar consumo 17105;0;null;null;25116291;21;2024-11-15;null;null;COA721;123;1;null;null
24123306;36468;2024-11-15;24123306;36490;Prueba performance insertar consumo 17106;0;null;null;25116292;21;2024-11-15;null;null;JJV112;123;1;null;null
24123307;36468;2024-11-15;24123307;36491;Prueba performance insertar consumo 17107;0;null;null;25116293;21;2024-11-15;null;null;LED195;123;1;null;null
24123308;36468;2024-11-15;24123308;36492;Prueba performance insertar consumo 17108;0;null;null;25116294;21;2024-11-15;null;null;MIT123;123;1;null;null
24123309;36468;2024-11-15;24123309;36493;Prueba performance insertar consumo 17109;0;null;null;25116295;21;2024-11-15;null;null;QWE000;123;1;null;null
24123310;36468;2024-11-15;24123310;36494;Prueba performance insertar consumo 17110;0;null;null;25116296;21;2024-11-15;null;null;RTQ843;123;1;null;null
24123311;36468;2024-11-15;24123311;36495;Prueba performance insertar consumo 17111;0;null;null;25116297;21;2024-11-15;null;null;AJT124;123;1;null;null
24123312;36468;2024-11-15;24123312;36496;Prueba performance insertar consumo 17112;0;null;null;25116298;21;2024-11-15;null;null;COA721;123;1;null;null
24123313;36468;2024-11-15;24123313;36497;Prueba performance insertar consumo 17113;0;null;null;25116299;21;2024-11-15;null;null;JJV112;123;1;null;null
24123314;36468;2024-11-15;24123314;36498;Prueba performance insertar consumo 17114;0;null;null;25116300;21;2024-11-15;null;null;LED195;123;1;null;null
24123315;36468;2024-11-15;24123315;36499;Prueba performance insertar consumo 17115;0;null;null;25116301;21;2024-11-15;null;null;MIT123;123;1;null;null
24123316;36468;2024-11-15;24123316;36500;Prueba performance insertar consumo 17116;0;null;null;25116302;21;2024-11-15;null;null;QWE000;123;1;null;null
24123317;36468;2024-11-15;24123317;36501;Prueba performance insertar consumo 17117;0;null;null;25116303;21;2024-11-15;null;null;RTQ843;123;1;null;null
24123318;36468;2024-11-15;24123318;36502;Prueba performance insertar consumo 17118;0;null;null;25116304;21;2024-11-15;null;null;AJT124;123;1;null;null
24123319;36468;2024-11-15;24123319;36503;Prueba performance insertar consumo 17119;0;null;null;25116305;21;2024-11-15;null;null;COA721;123;1;null;null
24123320;36468;2024-11-15;24123320;36504;Prueba performance insertar consumo 17120;0;null;null;25116306;21;2024-11-15;null;null;JJV112;123;1;null;null
24123321;36468;2024-11-15;24123321;36505;Prueba performance insertar consumo 17121;0;null;null;25116307;21;2024-11-15;null;null;LED195;123;1;null;null
24123322;36468;2024-11-15;24123322;36506;Prueba performance insertar consumo 17122;0;null;null;25116308;21;2024-11-15;null;null;MIT123;123;1;null;null
24123323;36468;2024-11-15;24123323;36507;Prueba performance insertar consumo 17123;0;null;null;25116309;21;2024-11-15;null;null;QWE000;123;1;null;null
24123324;36468;2024-11-15;24123324;36508;Prueba performance insertar consumo 17124;0;null;null;25116310;21;2024-11-15;null;null;RTQ843;123;1;null;null
24123325;36468;2024-11-15;24123325;36509;Prueba performance insertar consumo 17125;0;null;null;25116311;21;2024-11-15;null;null;AJT124;123;1;null;null
24123326;36468;2024-11-15;24123326;36510;Prueba performance insertar consumo 17126;0;null;null;25116312;21;2024-11-15;null;null;COA721;123;1;null;null
24123327;36468;2024-11-15;24123327;36511;Prueba performance insertar consumo 17127;0;null;null;25116313;21;2024-11-15;null;null;JJV112;123;1;null;null
24123328;36468;2024-11-15;24123328;36512;Prueba performance insertar consumo 17128;0;null;null;25116314;21;2024-11-15;null;null;LED195;123;1;null;null
24123329;36468;2024-11-15;24123329;36513;Prueba performance insertar consumo 17129;0;null;null;25116315;21;2024-11-15;null;null;MIT123;123;1;null;null
24123330;36468;2024-11-15;24123330;36514;Prueba performance insertar consumo 17130;0;null;null;25116316;21;2024-11-15;null;null;QWE000;123;1;null;null
24123331;36468;2024-11-15;24123331;36515;Prueba performance insertar consumo 17131;0;null;null;25116317;21;2024-11-15;null;null;RTQ843;123;1;null;null
24123332;36468;2024-11-15;24123332;36516;Prueba performance insertar consumo 17132;0;null;null;25116318;21;2024-11-15;null;null;AJT124;123;1;null;null
24123333;36468;2024-11-15;24123333;36517;Prueba performance insertar consumo 17133;0;null;null;25116319;21;2024-11-15;null;null;COA721;123;1;null;null
24123334;36468;2024-11-15;24123334;36518;Prueba performance insertar consumo 17134;0;null;null;25116320;21;2024-11-15;null;null;JJV112;123;1;null;null
24123335;36468;2024-11-15;24123335;36519;Prueba performance insertar consumo 17135;0;null;null;25116321;21;2024-11-15;null;null;LED195;123;1;null;null
24123336;36468;2024-11-15;24123336;36520;Prueba performance insertar consumo 17136;0;null;null;25116322;21;2024-11-15;null;null;MIT123;123;1;null;null
