cdmvto_sinc_billeteraICO;cdusuarioICO;femvtoICO;cdnumero_transaccionICO;vrmvtoICO;dsdescripcion_mvtoICO;cdtipo_mvtoICO;cdtipo_ajusteICO;cdorigen_ajusteICO;cdmvto_relacionICO;cdusuario_ingresaICO;feingresaICO;femodificaICO;cdmovimiento_referenciaICO;dsplacaICO;cdpunto_atencionICO;cdtipo_consumoICO;vrajusteICO;cdajusteICO
7125063;39962;2024-11-15;7125063;35552;Prueba performance insertar comision 16241;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125064;39763;2024-11-15;7125064;35553;Prueba performance insertar comision 16242;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125065;39996;2024-11-15;7125065;35554;Prueba performance insertar comision 16243;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125066;39906;2024-11-15;7125066;35555;Prueba performance insertar comision 16244;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125067;39960;2024-11-15;7125067;35556;Prueba performance insertar comision 16245;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125068;39961;2024-11-15;7125068;35557;Prueba performance insertar comision 16246;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125069;39962;2024-11-15;7125069;35558;Prueba performance insertar comision 16247;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125070;39763;2024-11-15;7125070;35559;Prueba performance insertar comision 16248;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125071;39996;2024-11-15;7125071;35560;Prueba performance insertar comision 16249;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125072;39906;2024-11-15;7125072;35561;Prueba performance insertar comision 16250;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125073;39960;2024-11-15;7125073;35562;Prueba performance insertar comision 16251;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125074;39961;2024-11-15;7125074;35563;Prueba performance insertar comision 16252;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125075;39962;2024-11-15;7125075;35564;Prueba performance insertar comision 16253;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125076;39763;2024-11-15;7125076;35565;Prueba performance insertar comision 16254;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125077;39996;2024-11-15;7125077;35566;Prueba performance insertar comision 16255;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125078;39906;2024-11-15;7125078;35567;Prueba performance insertar comision 16256;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125079;39960;2024-11-15;7125079;35568;Prueba performance insertar comision 16257;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125080;39961;2024-11-15;7125080;35569;Prueba performance insertar comision 16258;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125081;39962;2024-11-15;7125081;35570;Prueba performance insertar comision 16259;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125082;39763;2024-11-15;7125082;35571;Prueba performance insertar comision 16260;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125083;39996;2024-11-15;7125083;35572;Prueba performance insertar comision 16261;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125084;39906;2024-11-15;7125084;35573;Prueba performance insertar comision 16262;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125085;39960;2024-11-15;7125085;35574;Prueba performance insertar comision 16263;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125086;39961;2024-11-15;7125086;35575;Prueba performance insertar comision 16264;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125087;39962;2024-11-15;7125087;35576;Prueba performance insertar comision 16265;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125088;39763;2024-11-15;7125088;35577;Prueba performance insertar comision 16266;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125089;39996;2024-11-15;7125089;35578;Prueba performance insertar comision 16267;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125090;39906;2024-11-15;7125090;35579;Prueba performance insertar comision 16268;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125091;39961;2024-11-15;7125091;35580;Prueba performance insertar comision 16269;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125092;39962;2024-11-15;7125092;35581;Prueba performance insertar comision 16270;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125093;39763;2024-11-15;7125093;35582;Prueba performance insertar comision 16271;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125094;39996;2024-11-15;7125094;35583;Prueba performance insertar comision 16272;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125095;39906;2024-11-15;7125095;35584;Prueba performance insertar comision 16273;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125096;39960;2024-11-15;7125096;35585;Prueba performance insertar comision 16274;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125097;39961;2024-11-15;7125097;35586;Prueba performance insertar comision 16275;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125098;39962;2024-11-15;7125098;35587;Prueba performance insertar comision 16276;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125099;39763;2024-11-15;7125099;35588;Prueba performance insertar comision 16277;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125100;39996;2024-11-15;7125100;35589;Prueba performance insertar comision 16278;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125101;39906;2024-11-15;7125101;35590;Prueba performance insertar comision 16279;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125102;39960;2024-11-15;7125102;35591;Prueba performance insertar comision 16280;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125103;39961;2024-11-15;7125103;35592;Prueba performance insertar comision 16281;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125104;39962;2024-11-15;7125104;35593;Prueba performance insertar comision 16282;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125105;39763;2024-11-15;7125105;35594;Prueba performance insertar comision 16283;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125106;39996;2024-11-15;7125106;35595;Prueba performance insertar comision 16284;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125107;39906;2024-11-15;7125107;35596;Prueba performance insertar comision 16285;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125108;39960;2024-11-15;7125108;35597;Prueba performance insertar comision 16286;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125109;39961;2024-11-15;7125109;35598;Prueba performance insertar comision 16287;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125110;39962;2024-11-15;7125110;35599;Prueba performance insertar comision 16288;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125111;39763;2024-11-15;7125111;35600;Prueba performance insertar comision 16289;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125112;39996;2024-11-15;7125112;35601;Prueba performance insertar comision 16290;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125113;39906;2024-11-15;7125113;35602;Prueba performance insertar comision 16291;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125114;39960;2024-11-15;7125114;35603;Prueba performance insertar comision 16292;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125115;39961;2024-11-15;7125115;35604;Prueba performance insertar comision 16293;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125116;39962;2024-11-15;7125116;35605;Prueba performance insertar comision 16294;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125117;39763;2024-11-15;7125117;35606;Prueba performance insertar comision 16295;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125118;39996;2024-11-15;7125118;35607;Prueba performance insertar comision 16296;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125119;39906;2024-11-15;7125119;35608;Prueba performance insertar comision 16297;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125120;39960;2024-11-15;7125120;35609;Prueba performance insertar comision 16298;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125121;39961;2024-11-15;7125121;35610;Prueba performance insertar comision 16299;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125122;39962;2024-11-15;7125122;35611;Prueba performance insertar comision 16300;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125123;39763;2024-11-15;7125123;35612;Prueba performance insertar comision 16301;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125124;39996;2024-11-15;7125124;35613;Prueba performance insertar comision 16302;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125125;39906;2024-11-15;7125125;35614;Prueba performance insertar comision 16303;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125126;39961;2024-11-15;7125126;35615;Prueba performance insertar comision 16304;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125127;39962;2024-11-15;7125127;35616;Prueba performance insertar comision 16305;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125128;39763;2024-11-15;7125128;35617;Prueba performance insertar comision 16306;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125129;39996;2024-11-15;7125129;35618;Prueba performance insertar comision 16307;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125130;39906;2024-11-15;7125130;35619;Prueba performance insertar comision 16308;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125131;39960;2024-11-15;7125131;35620;Prueba performance insertar comision 16309;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125132;39961;2024-11-15;7125132;35621;Prueba performance insertar comision 16310;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125133;39962;2024-11-15;7125133;35622;Prueba performance insertar comision 16311;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125134;39763;2024-11-15;7125134;35623;Prueba performance insertar comision 16312;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125135;39996;2024-11-15;7125135;35624;Prueba performance insertar comision 16313;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125136;39906;2024-11-15;7125136;35625;Prueba performance insertar comision 16314;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125137;39960;2024-11-15;7125137;35626;Prueba performance insertar comision 16315;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125138;39961;2024-11-15;7125138;35627;Prueba performance insertar comision 16316;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125139;39962;2024-11-15;7125139;35628;Prueba performance insertar comision 16317;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125140;39763;2024-11-15;7125140;35629;Prueba performance insertar comision 16318;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125141;39996;2024-11-15;7125141;35630;Prueba performance insertar comision 16319;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125142;39906;2024-11-15;7125142;35631;Prueba performance insertar comision 16320;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125143;39960;2024-11-15;7125143;35632;Prueba performance insertar comision 16321;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125144;39961;2024-11-15;7125144;35633;Prueba performance insertar comision 16322;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125145;39962;2024-11-15;7125145;35634;Prueba performance insertar comision 16323;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125146;39763;2024-11-15;7125146;35635;Prueba performance insertar comision 16324;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125147;39996;2024-11-15;7125147;35636;Prueba performance insertar comision 16325;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125148;39906;2024-11-15;7125148;35637;Prueba performance insertar comision 16326;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125149;39960;2024-11-15;7125149;35638;Prueba performance insertar comision 16327;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125150;39961;2024-11-15;7125150;35639;Prueba performance insertar comision 16328;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125151;39962;2024-11-15;7125151;35640;Prueba performance insertar comision 16329;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125152;39763;2024-11-15;7125152;35641;Prueba performance insertar comision 16330;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125153;39996;2024-11-15;7125153;35642;Prueba performance insertar comision 16331;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125154;39906;2024-11-15;7125154;35643;Prueba performance insertar comision 16332;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125155;39960;2024-11-15;7125155;35644;Prueba performance insertar comision 16333;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125156;39961;2024-11-15;7125156;35645;Prueba performance insertar comision 16334;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125157;39962;2024-11-15;7125157;35646;Prueba performance insertar comision 16335;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125158;39763;2024-11-15;7125158;35647;Prueba performance insertar comision 16336;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125159;39996;2024-11-15;7125159;35648;Prueba performance insertar comision 16337;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125160;39906;2024-11-15;7125160;35649;Prueba performance insertar comision 16338;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125161;39961;2024-11-15;7125161;35650;Prueba performance insertar comision 16339;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125162;39962;2024-11-15;7125162;35651;Prueba performance insertar comision 16340;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125163;39763;2024-11-15;7125163;35652;Prueba performance insertar comision 16341;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125164;39996;2024-11-15;7125164;35653;Prueba performance insertar comision 16342;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125165;39906;2024-11-15;7125165;35654;Prueba performance insertar comision 16343;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125166;39960;2024-11-15;7125166;35655;Prueba performance insertar comision 16344;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125167;39961;2024-11-15;7125167;35656;Prueba performance insertar comision 16345;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125168;39962;2024-11-15;7125168;35657;Prueba performance insertar comision 16346;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125169;39763;2024-11-15;7125169;35658;Prueba performance insertar comision 16347;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125170;39996;2024-11-15;7125170;35659;Prueba performance insertar comision 16348;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125171;39906;2024-11-15;7125171;35660;Prueba performance insertar comision 16349;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125172;39960;2024-11-15;7125172;35661;Prueba performance insertar comision 16350;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125173;39961;2024-11-15;7125173;35662;Prueba performance insertar comision 16351;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125174;39962;2024-11-15;7125174;35663;Prueba performance insertar comision 16352;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125175;39763;2024-11-15;7125175;35664;Prueba performance insertar comision 16353;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125176;39996;2024-11-15;7125176;35665;Prueba performance insertar comision 16354;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125177;39906;2024-11-15;7125177;35666;Prueba performance insertar comision 16355;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125178;39960;2024-11-15;7125178;35667;Prueba performance insertar comision 16356;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125179;39961;2024-11-15;7125179;35668;Prueba performance insertar comision 16357;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125180;39962;2024-11-15;7125180;35669;Prueba performance insertar comision 16358;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125181;39763;2024-11-15;7125181;35670;Prueba performance insertar comision 16359;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125182;39996;2024-11-15;7125182;35671;Prueba performance insertar comision 16360;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125183;39906;2024-11-15;7125183;35672;Prueba performance insertar comision 16361;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125184;39960;2024-11-15;7125184;35673;Prueba performance insertar comision 16362;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125185;39961;2024-11-15;7125185;35674;Prueba performance insertar comision 16363;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125186;39962;2024-11-15;7125186;35675;Prueba performance insertar comision 16364;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125187;39763;2024-11-15;7125187;35676;Prueba performance insertar comision 16365;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125188;39996;2024-11-15;7125188;35677;Prueba performance insertar comision 16366;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125189;39906;2024-11-15;7125189;35678;Prueba performance insertar comision 16367;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125190;39960;2024-11-15;7125190;35679;Prueba performance insertar comision 16368;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125191;39961;2024-11-15;7125191;35680;Prueba performance insertar comision 16369;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125192;39962;2024-11-15;7125192;35681;Prueba performance insertar comision 16370;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125193;39763;2024-11-15;7125193;35682;Prueba performance insertar comision 16371;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125194;39996;2024-11-15;7125194;35683;Prueba performance insertar comision 16372;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125195;39906;2024-11-15;7125195;35684;Prueba performance insertar comision 16373;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125196;39961;2024-11-15;7125196;35685;Prueba performance insertar comision 16374;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125197;39962;2024-11-15;7125197;35686;Prueba performance insertar comision 16375;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125198;39763;2024-11-15;7125198;35687;Prueba performance insertar comision 16376;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125199;39996;2024-11-15;7125199;35688;Prueba performance insertar comision 16377;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125200;39906;2024-11-15;7125200;35689;Prueba performance insertar comision 16378;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125201;39960;2024-11-15;7125201;35690;Prueba performance insertar comision 16379;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125202;39961;2024-11-15;7125202;35691;Prueba performance insertar comision 16380;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125203;39962;2024-11-15;7125203;35692;Prueba performance insertar comision 16381;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125204;39763;2024-11-15;7125204;35693;Prueba performance insertar comision 16382;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125205;39996;2024-11-15;7125205;35694;Prueba performance insertar comision 16383;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125206;39906;2024-11-15;7125206;35695;Prueba performance insertar comision 16384;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125207;39960;2024-11-15;7125207;35696;Prueba performance insertar comision 16385;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125208;39961;2024-11-15;7125208;35697;Prueba performance insertar comision 16386;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125209;39962;2024-11-15;7125209;35698;Prueba performance insertar comision 16387;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125210;39763;2024-11-15;7125210;35699;Prueba performance insertar comision 16388;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125211;39996;2024-11-15;7125211;35700;Prueba performance insertar comision 16389;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125212;39906;2024-11-15;7125212;35701;Prueba performance insertar comision 16390;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125213;39960;2024-11-15;7125213;35702;Prueba performance insertar comision 16391;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125214;39961;2024-11-15;7125214;35703;Prueba performance insertar comision 16392;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125215;39962;2024-11-15;7125215;35704;Prueba performance insertar comision 16393;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125216;39763;2024-11-15;7125216;35705;Prueba performance insertar comision 16394;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125217;39996;2024-11-15;7125217;35706;Prueba performance insertar comision 16395;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125218;39906;2024-11-15;7125218;35707;Prueba performance insertar comision 16396;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125219;39960;2024-11-15;7125219;35708;Prueba performance insertar comision 16397;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125220;39961;2024-11-15;7125220;35709;Prueba performance insertar comision 16398;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125221;39962;2024-11-15;7125221;35710;Prueba performance insertar comision 16399;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125222;39763;2024-11-15;7125222;35711;Prueba performance insertar comision 16400;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125223;39996;2024-11-15;7125223;35712;Prueba performance insertar comision 16401;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125224;39906;2024-11-15;7125224;35713;Prueba performance insertar comision 16402;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125225;39960;2024-11-15;7125225;35714;Prueba performance insertar comision 16403;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125226;39961;2024-11-15;7125226;35715;Prueba performance insertar comision 16404;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125227;39962;2024-11-15;7125227;35716;Prueba performance insertar comision 16405;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125228;39763;2024-11-15;7125228;35717;Prueba performance insertar comision 16406;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125229;39996;2024-11-15;7125229;35718;Prueba performance insertar comision 16407;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125230;39906;2024-11-15;7125230;35719;Prueba performance insertar comision 16408;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125231;39961;2024-11-15;7125231;35720;Prueba performance insertar comision 16409;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125232;39962;2024-11-15;7125232;35721;Prueba performance insertar comision 16410;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125233;39763;2024-11-15;7125233;35722;Prueba performance insertar comision 16411;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125234;39996;2024-11-15;7125234;35723;Prueba performance insertar comision 16412;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125235;39906;2024-11-15;7125235;35724;Prueba performance insertar comision 16413;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125236;39960;2024-11-15;7125236;35725;Prueba performance insertar comision 16414;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125237;39961;2024-11-15;7125237;35726;Prueba performance insertar comision 16415;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125238;39962;2024-11-15;7125238;35727;Prueba performance insertar comision 16416;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125239;39763;2024-11-15;7125239;35728;Prueba performance insertar comision 16417;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125240;39996;2024-11-15;7125240;35729;Prueba performance insertar comision 16418;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125241;39906;2024-11-15;7125241;35730;Prueba performance insertar comision 16419;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125242;39960;2024-11-15;7125242;35731;Prueba performance insertar comision 16420;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125243;39961;2024-11-15;7125243;35732;Prueba performance insertar comision 16421;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125244;39962;2024-11-15;7125244;35733;Prueba performance insertar comision 16422;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125245;39763;2024-11-15;7125245;35734;Prueba performance insertar comision 16423;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125246;39996;2024-11-15;7125246;35735;Prueba performance insertar comision 16424;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125247;39906;2024-11-15;7125247;35736;Prueba performance insertar comision 16425;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125248;39960;2024-11-15;7125248;35737;Prueba performance insertar comision 16426;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125249;39961;2024-11-15;7125249;35738;Prueba performance insertar comision 16427;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125250;39962;2024-11-15;7125250;35739;Prueba performance insertar comision 16428;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125251;39763;2024-11-15;7125251;35740;Prueba performance insertar comision 16429;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125252;39996;2024-11-15;7125252;35741;Prueba performance insertar comision 16430;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125253;39906;2024-11-15;7125253;35742;Prueba performance insertar comision 16431;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125254;39960;2024-11-15;7125254;35743;Prueba performance insertar comision 16432;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125255;39961;2024-11-15;7125255;35744;Prueba performance insertar comision 16433;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125256;39962;2024-11-15;7125256;35745;Prueba performance insertar comision 16434;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125257;39763;2024-11-15;7125257;35746;Prueba performance insertar comision 16435;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125258;39996;2024-11-15;7125258;35747;Prueba performance insertar comision 16436;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125259;39906;2024-11-15;7125259;35748;Prueba performance insertar comision 16437;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125260;39960;2024-11-15;7125260;35749;Prueba performance insertar comision 16438;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125261;39961;2024-11-15;7125261;35750;Prueba performance insertar comision 16439;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125262;39962;2024-11-15;7125262;35751;Prueba performance insertar comision 16440;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125263;39763;2024-11-15;7125263;35752;Prueba performance insertar comision 16441;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125264;39996;2024-11-15;7125264;35753;Prueba performance insertar comision 16442;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125265;39906;2024-11-15;7125265;35754;Prueba performance insertar comision 16443;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125266;39961;2024-11-15;7125266;35755;Prueba performance insertar comision 16444;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125267;39962;2024-11-15;7125267;35756;Prueba performance insertar comision 16445;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
