cdmvto_sinc_billeteraIACO;cdusuarioIACO;femvtoIACO;cdnumero_transaccionIACO;vrmvtoIACO;dsdescripcion_mvtoIACO;cdtipo_mvtoIACO;cdtipo_ajusteIACO;cdorigen_ajusteIACO;cdmvto_relacionIACO;cdusuario_ingresaIACO;feingresaIACO;femodificaIACO;cdmovimiento_referenciaIACO;dsplacaIACO;cdpunto_atencionIACO;cdtipo_consumoIACO;vrajusteIACO;cdajusteIACO
27084805;39766;2024-11-15;27084805;35600;Prueba performance insertar ajuste de comision 16285;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084806;39996;2024-11-15;27084806;35601;Prueba performance insertar ajuste de comision 16286;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084807;39906;2024-11-15;27084807;35602;Prueba performance insertar ajuste de comision 16287;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084808;39960;2024-11-15;27084808;35603;Prueba performance insertar ajuste de comision 16288;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084809;39961;2024-11-15;27084809;35604;Prueba performance insertar ajuste de comision 16289;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084810;39962;2024-11-15;27084810;35605;Prueba performance insertar ajuste de comision 16290;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084811;39763;2024-11-15;27084811;35606;Prueba performance insertar ajuste de comision 16291;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084812;39764;2024-11-15;27084812;35607;Prueba performance insertar ajuste de comision 16292;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084813;39765;2024-11-15;27084813;35608;Prueba performance insertar ajuste de comision 16293;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084814;39766;2024-11-15;27084814;35609;Prueba performance insertar ajuste de comision 16294;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084815;39996;2024-11-15;27084815;35610;Prueba performance insertar ajuste de comision 16295;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084816;39766;2024-11-15;27084816;35611;Prueba performance insertar ajuste de comision 16296;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084817;39996;2024-11-15;27084817;35612;Prueba performance insertar ajuste de comision 16297;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084818;39906;2024-11-15;27084818;35613;Prueba performance insertar ajuste de comision 16298;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084819;39960;2024-11-15;27084819;35614;Prueba performance insertar ajuste de comision 16299;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084820;39961;2024-11-15;27084820;35615;Prueba performance insertar ajuste de comision 16300;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084821;39962;2024-11-15;27084821;35616;Prueba performance insertar ajuste de comision 16301;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084822;39763;2024-11-15;27084822;35617;Prueba performance insertar ajuste de comision 16302;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084823;39764;2024-11-15;27084823;35618;Prueba performance insertar ajuste de comision 16303;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084824;39765;2024-11-15;27084824;35619;Prueba performance insertar ajuste de comision 16304;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084825;39766;2024-11-15;27084825;35620;Prueba performance insertar ajuste de comision 16305;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084826;39996;2024-11-15;27084826;35621;Prueba performance insertar ajuste de comision 16306;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084827;39906;2024-11-15;27084827;35622;Prueba performance insertar ajuste de comision 16307;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084828;39960;2024-11-15;27084828;35623;Prueba performance insertar ajuste de comision 16308;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084829;39961;2024-11-15;27084829;35624;Prueba performance insertar ajuste de comision 16309;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084830;39962;2024-11-15;27084830;35625;Prueba performance insertar ajuste de comision 16310;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084831;39763;2024-11-15;27084831;35626;Prueba performance insertar ajuste de comision 16311;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084832;39764;2024-11-15;27084832;35627;Prueba performance insertar ajuste de comision 16312;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084833;39765;2024-11-15;27084833;35628;Prueba performance insertar ajuste de comision 16313;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084834;39766;2024-11-15;27084834;35629;Prueba performance insertar ajuste de comision 16314;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084835;39996;2024-11-15;27084835;35630;Prueba performance insertar ajuste de comision 16315;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084836;39906;2024-11-15;27084836;35631;Prueba performance insertar ajuste de comision 16316;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084837;39960;2024-11-15;27084837;35632;Prueba performance insertar ajuste de comision 16317;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084838;39961;2024-11-15;27084838;35633;Prueba performance insertar ajuste de comision 16318;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084839;39962;2024-11-15;27084839;35634;Prueba performance insertar ajuste de comision 16319;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084840;39763;2024-11-15;27084840;35635;Prueba performance insertar ajuste de comision 16320;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084841;39764;2024-11-15;27084841;35636;Prueba performance insertar ajuste de comision 16321;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084842;39765;2024-11-15;27084842;35637;Prueba performance insertar ajuste de comision 16322;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084843;39766;2024-11-15;27084843;35638;Prueba performance insertar ajuste de comision 16323;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084844;39996;2024-11-15;27084844;35639;Prueba performance insertar ajuste de comision 16324;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084845;39766;2024-11-15;27084845;35640;Prueba performance insertar ajuste de comision 16325;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084846;39996;2024-11-15;27084846;35641;Prueba performance insertar ajuste de comision 16326;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084847;39906;2024-11-15;27084847;35642;Prueba performance insertar ajuste de comision 16327;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084848;39960;2024-11-15;27084848;35643;Prueba performance insertar ajuste de comision 16328;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084849;39961;2024-11-15;27084849;35644;Prueba performance insertar ajuste de comision 16329;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084850;39962;2024-11-15;27084850;35645;Prueba performance insertar ajuste de comision 16330;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084851;39763;2024-11-15;27084851;35646;Prueba performance insertar ajuste de comision 16331;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084852;39764;2024-11-15;27084852;35647;Prueba performance insertar ajuste de comision 16332;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084853;39765;2024-11-15;27084853;35648;Prueba performance insertar ajuste de comision 16333;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084854;39766;2024-11-15;27084854;35649;Prueba performance insertar ajuste de comision 16334;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084855;39996;2024-11-15;27084855;35650;Prueba performance insertar ajuste de comision 16335;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084856;39906;2024-11-15;27084856;35651;Prueba performance insertar ajuste de comision 16336;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084857;39960;2024-11-15;27084857;35652;Prueba performance insertar ajuste de comision 16337;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084858;39961;2024-11-15;27084858;35653;Prueba performance insertar ajuste de comision 16338;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084859;39962;2024-11-15;27084859;35654;Prueba performance insertar ajuste de comision 16339;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084860;39763;2024-11-15;27084860;35655;Prueba performance insertar ajuste de comision 16340;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084861;39764;2024-11-15;27084861;35656;Prueba performance insertar ajuste de comision 16341;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084862;39765;2024-11-15;27084862;35657;Prueba performance insertar ajuste de comision 16342;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084863;39766;2024-11-15;27084863;35658;Prueba performance insertar ajuste de comision 16343;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084864;39996;2024-11-15;27084864;35659;Prueba performance insertar ajuste de comision 16344;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084865;39906;2024-11-15;27084865;35660;Prueba performance insertar ajuste de comision 16345;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084866;39960;2024-11-15;27084866;35661;Prueba performance insertar ajuste de comision 16346;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084867;39961;2024-11-15;27084867;35662;Prueba performance insertar ajuste de comision 16347;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084868;39962;2024-11-15;27084868;35663;Prueba performance insertar ajuste de comision 16348;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084869;39763;2024-11-15;27084869;35664;Prueba performance insertar ajuste de comision 16349;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084870;39764;2024-11-15;27084870;35665;Prueba performance insertar ajuste de comision 16350;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084871;39765;2024-11-15;27084871;35666;Prueba performance insertar ajuste de comision 16351;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084872;39766;2024-11-15;27084872;35667;Prueba performance insertar ajuste de comision 16352;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084873;39996;2024-11-15;27084873;35668;Prueba performance insertar ajuste de comision 16353;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084874;39766;2024-11-15;27084874;35669;Prueba performance insertar ajuste de comision 16354;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084875;39996;2024-11-15;27084875;35670;Prueba performance insertar ajuste de comision 16355;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084876;39906;2024-11-15;27084876;35671;Prueba performance insertar ajuste de comision 16356;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084877;39960;2024-11-15;27084877;35672;Prueba performance insertar ajuste de comision 16357;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084878;39961;2024-11-15;27084878;35673;Prueba performance insertar ajuste de comision 16358;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084879;39962;2024-11-15;27084879;35674;Prueba performance insertar ajuste de comision 16359;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084880;39763;2024-11-15;27084880;35675;Prueba performance insertar ajuste de comision 16360;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084881;39764;2024-11-15;27084881;35676;Prueba performance insertar ajuste de comision 16361;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084882;39765;2024-11-15;27084882;35677;Prueba performance insertar ajuste de comision 16362;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084883;39766;2024-11-15;27084883;35678;Prueba performance insertar ajuste de comision 16363;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084884;39996;2024-11-15;27084884;35679;Prueba performance insertar ajuste de comision 16364;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084885;39906;2024-11-15;27084885;35680;Prueba performance insertar ajuste de comision 16365;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084886;39960;2024-11-15;27084886;35681;Prueba performance insertar ajuste de comision 16366;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084887;39961;2024-11-15;27084887;35682;Prueba performance insertar ajuste de comision 16367;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084888;39962;2024-11-15;27084888;35683;Prueba performance insertar ajuste de comision 16368;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084889;39763;2024-11-15;27084889;35684;Prueba performance insertar ajuste de comision 16369;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084890;39764;2024-11-15;27084890;35685;Prueba performance insertar ajuste de comision 16370;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084891;39765;2024-11-15;27084891;35686;Prueba performance insertar ajuste de comision 16371;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084892;39766;2024-11-15;27084892;35687;Prueba performance insertar ajuste de comision 16372;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084893;39996;2024-11-15;27084893;35688;Prueba performance insertar ajuste de comision 16373;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084894;39906;2024-11-15;27084894;35689;Prueba performance insertar ajuste de comision 16374;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084895;39960;2024-11-15;27084895;35690;Prueba performance insertar ajuste de comision 16375;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084896;39961;2024-11-15;27084896;35691;Prueba performance insertar ajuste de comision 16376;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084897;39962;2024-11-15;27084897;35692;Prueba performance insertar ajuste de comision 16377;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084898;39763;2024-11-15;27084898;35693;Prueba performance insertar ajuste de comision 16378;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084899;39764;2024-11-15;27084899;35694;Prueba performance insertar ajuste de comision 16379;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084900;39765;2024-11-15;27084900;35695;Prueba performance insertar ajuste de comision 16380;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084901;39766;2024-11-15;27084901;35696;Prueba performance insertar ajuste de comision 16381;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084902;39996;2024-11-15;27084902;35697;Prueba performance insertar ajuste de comision 16382;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084903;39766;2024-11-15;27084903;35698;Prueba performance insertar ajuste de comision 16383;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084904;39996;2024-11-15;27084904;35699;Prueba performance insertar ajuste de comision 16384;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084905;39906;2024-11-15;27084905;35700;Prueba performance insertar ajuste de comision 16385;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084906;39960;2024-11-15;27084906;35701;Prueba performance insertar ajuste de comision 16386;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084907;39961;2024-11-15;27084907;35702;Prueba performance insertar ajuste de comision 16387;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084908;39962;2024-11-15;27084908;35703;Prueba performance insertar ajuste de comision 16388;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084909;39763;2024-11-15;27084909;35704;Prueba performance insertar ajuste de comision 16389;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084910;39764;2024-11-15;27084910;35705;Prueba performance insertar ajuste de comision 16390;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084911;39765;2024-11-15;27084911;35706;Prueba performance insertar ajuste de comision 16391;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084912;39766;2024-11-15;27084912;35707;Prueba performance insertar ajuste de comision 16392;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084913;39996;2024-11-15;27084913;35708;Prueba performance insertar ajuste de comision 16393;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084914;39906;2024-11-15;27084914;35709;Prueba performance insertar ajuste de comision 16394;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084915;39960;2024-11-15;27084915;35710;Prueba performance insertar ajuste de comision 16395;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084916;39961;2024-11-15;27084916;35711;Prueba performance insertar ajuste de comision 16396;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084917;39962;2024-11-15;27084917;35712;Prueba performance insertar ajuste de comision 16397;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084918;39763;2024-11-15;27084918;35713;Prueba performance insertar ajuste de comision 16398;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084919;39764;2024-11-15;27084919;35714;Prueba performance insertar ajuste de comision 16399;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084920;39765;2024-11-15;27084920;35715;Prueba performance insertar ajuste de comision 16400;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084921;39766;2024-11-15;27084921;35716;Prueba performance insertar ajuste de comision 16401;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084922;39996;2024-11-15;27084922;35717;Prueba performance insertar ajuste de comision 16402;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084923;39906;2024-11-15;27084923;35718;Prueba performance insertar ajuste de comision 16403;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084924;39960;2024-11-15;27084924;35719;Prueba performance insertar ajuste de comision 16404;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084925;39961;2024-11-15;27084925;35720;Prueba performance insertar ajuste de comision 16405;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084926;39962;2024-11-15;27084926;35721;Prueba performance insertar ajuste de comision 16406;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084927;39763;2024-11-15;27084927;35722;Prueba performance insertar ajuste de comision 16407;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084928;39764;2024-11-15;27084928;35723;Prueba performance insertar ajuste de comision 16408;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084929;39765;2024-11-15;27084929;35724;Prueba performance insertar ajuste de comision 16409;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084930;39766;2024-11-15;27084930;35725;Prueba performance insertar ajuste de comision 16410;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084931;39996;2024-11-15;27084931;35726;Prueba performance insertar ajuste de comision 16411;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084932;39766;2024-11-15;27084932;35727;Prueba performance insertar ajuste de comision 16412;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084933;39996;2024-11-15;27084933;35728;Prueba performance insertar ajuste de comision 16413;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084934;39906;2024-11-15;27084934;35729;Prueba performance insertar ajuste de comision 16414;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084935;39960;2024-11-15;27084935;35730;Prueba performance insertar ajuste de comision 16415;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084936;39961;2024-11-15;27084936;35731;Prueba performance insertar ajuste de comision 16416;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084937;39962;2024-11-15;27084937;35732;Prueba performance insertar ajuste de comision 16417;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084938;39763;2024-11-15;27084938;35733;Prueba performance insertar ajuste de comision 16418;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084939;39764;2024-11-15;27084939;35734;Prueba performance insertar ajuste de comision 16419;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084940;39765;2024-11-15;27084940;35735;Prueba performance insertar ajuste de comision 16420;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084941;39766;2024-11-15;27084941;35736;Prueba performance insertar ajuste de comision 16421;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084942;39996;2024-11-15;27084942;35737;Prueba performance insertar ajuste de comision 16422;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084943;39906;2024-11-15;27084943;35738;Prueba performance insertar ajuste de comision 16423;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084944;39960;2024-11-15;27084944;35739;Prueba performance insertar ajuste de comision 16424;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084945;39961;2024-11-15;27084945;35740;Prueba performance insertar ajuste de comision 16425;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084946;39962;2024-11-15;27084946;35741;Prueba performance insertar ajuste de comision 16426;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084947;39763;2024-11-15;27084947;35742;Prueba performance insertar ajuste de comision 16427;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084948;39764;2024-11-15;27084948;35743;Prueba performance insertar ajuste de comision 16428;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084949;39765;2024-11-15;27084949;35744;Prueba performance insertar ajuste de comision 16429;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084950;39766;2024-11-15;27084950;35745;Prueba performance insertar ajuste de comision 16430;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084951;39996;2024-11-15;27084951;35746;Prueba performance insertar ajuste de comision 16431;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084952;39906;2024-11-15;27084952;35747;Prueba performance insertar ajuste de comision 16432;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084953;39960;2024-11-15;27084953;35748;Prueba performance insertar ajuste de comision 16433;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084954;39961;2024-11-15;27084954;35749;Prueba performance insertar ajuste de comision 16434;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084955;39962;2024-11-15;27084955;35750;Prueba performance insertar ajuste de comision 16435;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084956;39763;2024-11-15;27084956;35751;Prueba performance insertar ajuste de comision 16436;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084957;39764;2024-11-15;27084957;35752;Prueba performance insertar ajuste de comision 16437;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084958;39765;2024-11-15;27084958;35753;Prueba performance insertar ajuste de comision 16438;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084959;39766;2024-11-15;27084959;35754;Prueba performance insertar ajuste de comision 16439;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084960;39996;2024-11-15;27084960;35755;Prueba performance insertar ajuste de comision 16440;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084961;39766;2024-11-15;27084961;35756;Prueba performance insertar ajuste de comision 16441;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084962;39996;2024-11-15;27084962;35757;Prueba performance insertar ajuste de comision 16442;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084963;39906;2024-11-15;27084963;35758;Prueba performance insertar ajuste de comision 16443;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084964;39960;2024-11-15;27084964;35759;Prueba performance insertar ajuste de comision 16444;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084965;39961;2024-11-15;27084965;35760;Prueba performance insertar ajuste de comision 16445;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084966;39962;2024-11-15;27084966;35761;Prueba performance insertar ajuste de comision 16446;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084967;39763;2024-11-15;27084967;35762;Prueba performance insertar ajuste de comision 16447;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084968;39764;2024-11-15;27084968;35763;Prueba performance insertar ajuste de comision 16448;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084969;39765;2024-11-15;27084969;35764;Prueba performance insertar ajuste de comision 16449;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084970;39766;2024-11-15;27084970;35765;Prueba performance insertar ajuste de comision 16450;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084971;39996;2024-11-15;27084971;35766;Prueba performance insertar ajuste de comision 16451;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084972;39906;2024-11-15;27084972;35767;Prueba performance insertar ajuste de comision 16452;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084973;39960;2024-11-15;27084973;35768;Prueba performance insertar ajuste de comision 16453;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084974;39961;2024-11-15;27084974;35769;Prueba performance insertar ajuste de comision 16454;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084975;39962;2024-11-15;27084975;35770;Prueba performance insertar ajuste de comision 16455;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084976;39763;2024-11-15;27084976;35771;Prueba performance insertar ajuste de comision 16456;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084977;39764;2024-11-15;27084977;35772;Prueba performance insertar ajuste de comision 16457;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084978;39765;2024-11-15;27084978;35773;Prueba performance insertar ajuste de comision 16458;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084979;39766;2024-11-15;27084979;35774;Prueba performance insertar ajuste de comision 16459;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084980;39996;2024-11-15;27084980;35775;Prueba performance insertar ajuste de comision 16460;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084981;39906;2024-11-15;27084981;35776;Prueba performance insertar ajuste de comision 16461;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084982;39960;2024-11-15;27084982;35777;Prueba performance insertar ajuste de comision 16462;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084983;39961;2024-11-15;27084983;35778;Prueba performance insertar ajuste de comision 16463;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084984;39962;2024-11-15;27084984;35779;Prueba performance insertar ajuste de comision 16464;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084985;39763;2024-11-15;27084985;35780;Prueba performance insertar ajuste de comision 16465;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084986;39764;2024-11-15;27084986;35781;Prueba performance insertar ajuste de comision 16466;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084987;39765;2024-11-15;27084987;35782;Prueba performance insertar ajuste de comision 16467;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084988;39766;2024-11-15;27084988;35783;Prueba performance insertar ajuste de comision 16468;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084989;39996;2024-11-15;27084989;35784;Prueba performance insertar ajuste de comision 16469;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084990;39766;2024-11-15;27084990;35785;Prueba performance insertar ajuste de comision 16470;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084991;39996;2024-11-15;27084991;35786;Prueba performance insertar ajuste de comision 16471;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084992;39906;2024-11-15;27084992;35787;Prueba performance insertar ajuste de comision 16472;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084993;39960;2024-11-15;27084993;35788;Prueba performance insertar ajuste de comision 16473;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084994;39961;2024-11-15;27084994;35789;Prueba performance insertar ajuste de comision 16474;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27084995;39962;2024-11-15;27084995;35790;Prueba performance insertar ajuste de comision 16475;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
