cdmvto_sinc_billeteraIAC;cdusuarioIAC;femvtoIAC;cdnumero_transaccionIAC;vrmvtoIAC;dsdescripcion_mvtoIAC;cdtipo_mvtoIAC;cdtipo_ajusteIAC;cdorigen_ajusteIAC;cdmvto_relacionIAC;cdusuario_ingresaIAC;feingresaIAC;femodificaIAC;cdmovimiento_referenciaIAC;dsplacaIAC;cdpunto_atencionIAC;cdtipo_consumoIAC;vrajusteIAC;cdajusteIAC
24102692;36468;2024-11-15;24102692;36184;Prueba performance insertar ajuste de consumo 16870;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24102693;36468;2024-11-15;24102693;36185;Prueba performance insertar ajuste de consumo 16871;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24102694;36468;2024-11-15;24102694;36186;Prueba performance insertar ajuste de consumo 16872;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24102695;36468;2024-11-15;24102695;36187;Prueba performance insertar ajuste de consumo 16873;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24102696;36468;2024-11-15;24102696;36188;Prueba performance insertar ajuste de consumo 16874;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24102697;36468;2024-11-15;24102697;36189;Prueba performance insertar ajuste de consumo 16875;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24102698;36468;2024-11-15;24102698;36190;Prueba performance insertar ajuste de consumo 16876;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24102699;36468;2024-11-15;24102699;36191;Prueba performance insertar ajuste de consumo 16877;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24102700;36468;2024-11-15;24102700;36192;Prueba performance insertar ajuste de consumo 16878;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24102701;36468;2024-11-15;24102701;36193;Prueba performance insertar ajuste de consumo 16879;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24102702;36468;2024-11-15;24102702;36194;Prueba performance insertar ajuste de consumo 16880;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24102703;36468;2024-11-15;24102703;36195;Prueba performance insertar ajuste de consumo 16881;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24102704;36468;2024-11-15;24102704;36196;Prueba performance insertar ajuste de consumo 16882;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24102705;36468;2024-11-15;24102705;36197;Prueba performance insertar ajuste de consumo 16883;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24102706;36468;2024-11-15;24102706;36198;Prueba performance insertar ajuste de consumo 16884;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24102707;36468;2024-11-15;24102707;36199;Prueba performance insertar ajuste de consumo 16885;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24102708;36468;2024-11-15;24102708;36200;Prueba performance insertar ajuste de consumo 16886;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24102709;36468;2024-11-15;24102709;36201;Prueba performance insertar ajuste de consumo 16887;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24102710;36468;2024-11-15;24102710;36202;Prueba performance insertar ajuste de consumo 16888;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24102711;36468;2024-11-15;24102711;36203;Prueba performance insertar ajuste de consumo 16889;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24102712;36468;2024-11-15;24102712;36204;Prueba performance insertar ajuste de consumo 16890;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24102713;36468;2024-11-15;24102713;36205;Prueba performance insertar ajuste de consumo 16891;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24102714;36468;2024-11-15;24102714;36206;Prueba performance insertar ajuste de consumo 16892;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24102715;36468;2024-11-15;24102715;36207;Prueba performance insertar ajuste de consumo 16893;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24102716;36468;2024-11-15;24102716;36208;Prueba performance insertar ajuste de consumo 16894;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24102717;36468;2024-11-15;24102717;36209;Prueba performance insertar ajuste de consumo 16895;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24102718;36468;2024-11-15;24102718;36210;Prueba performance insertar ajuste de consumo 16896;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24102719;36468;2024-11-15;24102719;36211;Prueba performance insertar ajuste de consumo 16897;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24102720;36468;2024-11-15;24102720;36212;Prueba performance insertar ajuste de consumo 16898;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24102721;36468;2024-11-15;24102721;36213;Prueba performance insertar ajuste de consumo 16899;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24102722;36468;2024-11-15;24102722;36214;Prueba performance insertar ajuste de consumo 16900;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24102723;36468;2024-11-15;24102723;36215;Prueba performance insertar ajuste de consumo 16901;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24102724;36468;2024-11-15;24102724;36216;Prueba performance insertar ajuste de consumo 16902;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24102725;36468;2024-11-15;24102725;36217;Prueba performance insertar ajuste de consumo 16903;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24102726;36468;2024-11-15;24102726;36218;Prueba performance insertar ajuste de consumo 16904;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24102727;36468;2024-11-15;24102727;36219;Prueba performance insertar ajuste de consumo 16905;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24102728;36468;2024-11-15;24102728;36220;Prueba performance insertar ajuste de consumo 16906;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24102729;36468;2024-11-15;24102729;36221;Prueba performance insertar ajuste de consumo 16907;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24102730;36468;2024-11-15;24102730;36222;Prueba performance insertar ajuste de consumo 16908;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24102731;36468;2024-11-15;24102731;36223;Prueba performance insertar ajuste de consumo 16909;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24102732;36468;2024-11-15;24102732;36224;Prueba performance insertar ajuste de consumo 16910;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24102733;36468;2024-11-15;24102733;36225;Prueba performance insertar ajuste de consumo 16911;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24102734;36468;2024-11-15;24102734;36226;Prueba performance insertar ajuste de consumo 16912;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24102735;36468;2024-11-15;24102735;36227;Prueba performance insertar ajuste de consumo 16913;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24102736;36468;2024-11-15;24102736;36228;Prueba performance insertar ajuste de consumo 16914;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24102737;36468;2024-11-15;24102737;36229;Prueba performance insertar ajuste de consumo 16915;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24102738;36468;2024-11-15;24102738;36230;Prueba performance insertar ajuste de consumo 16916;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24102739;36468;2024-11-15;24102739;36231;Prueba performance insertar ajuste de consumo 16917;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24102740;36468;2024-11-15;24102740;36232;Prueba performance insertar ajuste de consumo 16918;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24102741;36468;2024-11-15;24102741;36233;Prueba performance insertar ajuste de consumo 16919;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24102742;36468;2024-11-15;24102742;36234;Prueba performance insertar ajuste de consumo 16920;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24102743;36468;2024-11-15;24102743;36235;Prueba performance insertar ajuste de consumo 16921;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24102744;36468;2024-11-15;24102744;36236;Prueba performance insertar ajuste de consumo 16922;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24102745;36468;2024-11-15;24102745;36237;Prueba performance insertar ajuste de consumo 16923;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24102746;36468;2024-11-15;24102746;36238;Prueba performance insertar ajuste de consumo 16924;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24102747;36468;2024-11-15;24102747;36239;Prueba performance insertar ajuste de consumo 16925;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24102748;36468;2024-11-15;24102748;36240;Prueba performance insertar ajuste de consumo 16926;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24102749;36468;2024-11-15;24102749;36241;Prueba performance insertar ajuste de consumo 16927;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24102750;36468;2024-11-15;24102750;36242;Prueba performance insertar ajuste de consumo 16928;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24102751;36468;2024-11-15;24102751;36243;Prueba performance insertar ajuste de consumo 16929;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24102752;36468;2024-11-15;24102752;36244;Prueba performance insertar ajuste de consumo 16930;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24102753;36468;2024-11-15;24102753;36245;Prueba performance insertar ajuste de consumo 16931;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24102754;36468;2024-11-15;24102754;36246;Prueba performance insertar ajuste de consumo 16932;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24102755;36468;2024-11-15;24102755;36247;Prueba performance insertar ajuste de consumo 16933;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24102756;36468;2024-11-15;24102756;36248;Prueba performance insertar ajuste de consumo 16934;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24102757;36468;2024-11-15;24102757;36249;Prueba performance insertar ajuste de consumo 16935;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24102758;36468;2024-11-15;24102758;36250;Prueba performance insertar ajuste de consumo 16936;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24102759;36468;2024-11-15;24102759;36251;Prueba performance insertar ajuste de consumo 16937;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24102760;36468;2024-11-15;24102760;36252;Prueba performance insertar ajuste de consumo 16938;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24102761;36468;2024-11-15;24102761;36253;Prueba performance insertar ajuste de consumo 16939;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24102762;36468;2024-11-15;24102762;36254;Prueba performance insertar ajuste de consumo 16940;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24102763;36468;2024-11-15;24102763;36255;Prueba performance insertar ajuste de consumo 16941;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24102764;36468;2024-11-15;24102764;36256;Prueba performance insertar ajuste de consumo 16942;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24102765;36468;2024-11-15;24102765;36257;Prueba performance insertar ajuste de consumo 16943;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24102766;36468;2024-11-15;24102766;36258;Prueba performance insertar ajuste de consumo 16944;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24102767;36468;2024-11-15;24102767;36259;Prueba performance insertar ajuste de consumo 16945;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24102768;36468;2024-11-15;24102768;36260;Prueba performance insertar ajuste de consumo 16946;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24102769;36468;2024-11-15;24102769;36261;Prueba performance insertar ajuste de consumo 16947;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24102770;36468;2024-11-15;24102770;36262;Prueba performance insertar ajuste de consumo 16948;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24102771;36468;2024-11-15;24102771;36263;Prueba performance insertar ajuste de consumo 16949;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24102772;36468;2024-11-15;24102772;36264;Prueba performance insertar ajuste de consumo 16950;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24102773;36468;2024-11-15;24102773;36265;Prueba performance insertar ajuste de consumo 16951;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24102774;36468;2024-11-15;24102774;36266;Prueba performance insertar ajuste de consumo 16952;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24102775;36468;2024-11-15;24102775;36267;Prueba performance insertar ajuste de consumo 16953;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24102776;36468;2024-11-15;24102776;36268;Prueba performance insertar ajuste de consumo 16954;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24102777;36468;2024-11-15;24102777;36269;Prueba performance insertar ajuste de consumo 16955;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24102778;36468;2024-11-15;24102778;36270;Prueba performance insertar ajuste de consumo 16956;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24102779;36468;2024-11-15;24102779;36271;Prueba performance insertar ajuste de consumo 16957;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24102780;36468;2024-11-15;24102780;36272;Prueba performance insertar ajuste de consumo 16958;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24102781;36468;2024-11-15;24102781;36273;Prueba performance insertar ajuste de consumo 16959;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24102782;36468;2024-11-15;24102782;36274;Prueba performance insertar ajuste de consumo 16960;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24102783;36468;2024-11-15;24102783;36275;Prueba performance insertar ajuste de consumo 16961;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24102784;36468;2024-11-15;24102784;36276;Prueba performance insertar ajuste de consumo 16962;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24102785;36468;2024-11-15;24102785;36277;Prueba performance insertar ajuste de consumo 16963;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24102786;36468;2024-11-15;24102786;36278;Prueba performance insertar ajuste de consumo 16964;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24102787;36468;2024-11-15;24102787;36279;Prueba performance insertar ajuste de consumo 16965;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24102788;36468;2024-11-15;24102788;36280;Prueba performance insertar ajuste de consumo 16966;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24102789;36468;2024-11-15;24102789;36281;Prueba performance insertar ajuste de consumo 16967;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24102790;36468;2024-11-15;24102790;36282;Prueba performance insertar ajuste de consumo 16968;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24102791;36468;2024-11-15;24102791;36283;Prueba performance insertar ajuste de consumo 16969;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24102792;36468;2024-11-15;24102792;36284;Prueba performance insertar ajuste de consumo 16970;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24102793;36468;2024-11-15;24102793;36285;Prueba performance insertar ajuste de consumo 16971;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24102794;36468;2024-11-15;24102794;36286;Prueba performance insertar ajuste de consumo 16972;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24102795;36468;2024-11-15;24102795;36287;Prueba performance insertar ajuste de consumo 16973;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24102796;36468;2024-11-15;24102796;36288;Prueba performance insertar ajuste de consumo 16974;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24102797;36468;2024-11-15;24102797;36289;Prueba performance insertar ajuste de consumo 16975;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24102798;36468;2024-11-15;24102798;36290;Prueba performance insertar ajuste de consumo 16976;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24102799;36468;2024-11-15;24102799;36291;Prueba performance insertar ajuste de consumo 16977;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24102800;36468;2024-11-15;24102800;36292;Prueba performance insertar ajuste de consumo 16978;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24102801;36468;2024-11-15;24102801;36293;Prueba performance insertar ajuste de consumo 16979;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24102802;36468;2024-11-15;24102802;36294;Prueba performance insertar ajuste de consumo 16980;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24102803;36468;2024-11-15;24102803;36295;Prueba performance insertar ajuste de consumo 16981;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24102804;36468;2024-11-15;24102804;36296;Prueba performance insertar ajuste de consumo 16982;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24102805;36468;2024-11-15;24102805;36297;Prueba performance insertar ajuste de consumo 16983;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24102806;36468;2024-11-15;24102806;36298;Prueba performance insertar ajuste de consumo 16984;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24102807;36468;2024-11-15;24102807;36299;Prueba performance insertar ajuste de consumo 16985;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24102808;36468;2024-11-15;24102808;36300;Prueba performance insertar ajuste de consumo 16986;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24102809;36468;2024-11-15;24102809;36301;Prueba performance insertar ajuste de consumo 16987;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24102810;36468;2024-11-15;24102810;36302;Prueba performance insertar ajuste de consumo 16988;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24102811;36468;2024-11-15;24102811;36303;Prueba performance insertar ajuste de consumo 16989;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24102812;36468;2024-11-15;24102812;36304;Prueba performance insertar ajuste de consumo 16990;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24102813;36468;2024-11-15;24102813;36305;Prueba performance insertar ajuste de consumo 16991;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24102814;36468;2024-11-15;24102814;36306;Prueba performance insertar ajuste de consumo 16992;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24102815;36468;2024-11-15;24102815;36307;Prueba performance insertar ajuste de consumo 16993;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24102816;36468;2024-11-15;24102816;36308;Prueba performance insertar ajuste de consumo 16994;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24102817;36468;2024-11-15;24102817;36309;Prueba performance insertar ajuste de consumo 16995;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24102818;36468;2024-11-15;24102818;36310;Prueba performance insertar ajuste de consumo 16996;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24102819;36468;2024-11-15;24102819;36311;Prueba performance insertar ajuste de consumo 16997;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24102820;36468;2024-11-15;24102820;36312;Prueba performance insertar ajuste de consumo 16998;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24102821;36468;2024-11-15;24102821;36313;Prueba performance insertar ajuste de consumo 16999;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24102822;36468;2024-11-15;24102822;36314;Prueba performance insertar ajuste de consumo 17000;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24102823;36468;2024-11-15;24102823;36315;Prueba performance insertar ajuste de consumo 17001;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24102824;36468;2024-11-15;24102824;36316;Prueba performance insertar ajuste de consumo 17002;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24102825;36468;2024-11-15;24102825;36317;Prueba performance insertar ajuste de consumo 17003;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24102826;36468;2024-11-15;24102826;36318;Prueba performance insertar ajuste de consumo 17004;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24102827;36468;2024-11-15;24102827;36319;Prueba performance insertar ajuste de consumo 17005;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24102828;36468;2024-11-15;24102828;36320;Prueba performance insertar ajuste de consumo 17006;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24102829;36468;2024-11-15;24102829;36321;Prueba performance insertar ajuste de consumo 17007;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24102830;36468;2024-11-15;24102830;36322;Prueba performance insertar ajuste de consumo 17008;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24102831;36468;2024-11-15;24102831;36323;Prueba performance insertar ajuste de consumo 17009;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24102832;36468;2024-11-15;24102832;36324;Prueba performance insertar ajuste de consumo 17010;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24102833;36468;2024-11-15;24102833;36325;Prueba performance insertar ajuste de consumo 17011;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24102834;36468;2024-11-15;24102834;36326;Prueba performance insertar ajuste de consumo 17012;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24102835;36468;2024-11-15;24102835;36327;Prueba performance insertar ajuste de consumo 17013;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24102836;36468;2024-11-15;24102836;36328;Prueba performance insertar ajuste de consumo 17014;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24102837;36468;2024-11-15;24102837;36329;Prueba performance insertar ajuste de consumo 17015;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24102838;36468;2024-11-15;24102838;36330;Prueba performance insertar ajuste de consumo 17016;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24102839;36468;2024-11-15;24102839;36331;Prueba performance insertar ajuste de consumo 17017;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24102840;36468;2024-11-15;24102840;36332;Prueba performance insertar ajuste de consumo 17018;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24102841;36468;2024-11-15;24102841;36333;Prueba performance insertar ajuste de consumo 17019;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24102842;36468;2024-11-15;24102842;36334;Prueba performance insertar ajuste de consumo 17020;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24102843;36468;2024-11-15;24102843;36335;Prueba performance insertar ajuste de consumo 17021;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24102844;36468;2024-11-15;24102844;36336;Prueba performance insertar ajuste de consumo 17022;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24102845;36468;2024-11-15;24102845;36337;Prueba performance insertar ajuste de consumo 17023;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24102846;36468;2024-11-15;24102846;36338;Prueba performance insertar ajuste de consumo 17024;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24102847;36468;2024-11-15;24102847;36339;Prueba performance insertar ajuste de consumo 17025;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24102848;36468;2024-11-15;24102848;36340;Prueba performance insertar ajuste de consumo 17026;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24102849;36468;2024-11-15;24102849;36341;Prueba performance insertar ajuste de consumo 17027;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24102850;36468;2024-11-15;24102850;36342;Prueba performance insertar ajuste de consumo 17028;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24102851;36468;2024-11-15;24102851;36343;Prueba performance insertar ajuste de consumo 17029;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24102852;36468;2024-11-15;24102852;36344;Prueba performance insertar ajuste de consumo 17030;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24102853;36468;2024-11-15;24102853;36345;Prueba performance insertar ajuste de consumo 17031;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24102854;36468;2024-11-15;24102854;36346;Prueba performance insertar ajuste de consumo 17032;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24102855;36468;2024-11-15;24102855;36347;Prueba performance insertar ajuste de consumo 17033;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24102856;36468;2024-11-15;24102856;36348;Prueba performance insertar ajuste de consumo 17034;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24102857;36468;2024-11-15;24102857;36349;Prueba performance insertar ajuste de consumo 17035;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24102858;36468;2024-11-15;24102858;36350;Prueba performance insertar ajuste de consumo 17036;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24102859;36468;2024-11-15;24102859;36351;Prueba performance insertar ajuste de consumo 17037;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24102860;36468;2024-11-15;24102860;36352;Prueba performance insertar ajuste de consumo 17038;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24102861;36468;2024-11-15;24102861;36353;Prueba performance insertar ajuste de consumo 17039;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24102862;36468;2024-11-15;24102862;36354;Prueba performance insertar ajuste de consumo 17040;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24102863;36468;2024-11-15;24102863;36355;Prueba performance insertar ajuste de consumo 17041;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24102864;36468;2024-11-15;24102864;36356;Prueba performance insertar ajuste de consumo 17042;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24102865;36468;2024-11-15;24102865;36357;Prueba performance insertar ajuste de consumo 17043;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24102866;36468;2024-11-15;24102866;36358;Prueba performance insertar ajuste de consumo 17044;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24102867;36468;2024-11-15;24102867;36359;Prueba performance insertar ajuste de consumo 17045;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24102868;36468;2024-11-15;24102868;36360;Prueba performance insertar ajuste de consumo 17046;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24102869;36468;2024-11-15;24102869;36361;Prueba performance insertar ajuste de consumo 17047;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
