cdmvto_sinc_billeteraIR;cdusuarioIR;femvtoIR;cdnumero_transaccionIR;vrmvtoIR;dsdescripcion_mvtoIR;cdtipo_mvtoIR;cdtipo_ajusteIR;cdorigen_ajusteIR;cdmvto_relacionIR;cdusuario_ingresaIR;feingresaIR;femodificaIR;cdmovimiento_referenciaIR;dsplacaIR;cdpunto_atencionIR;cdtipo_consumoIR;vrajusteIR;cdajusteIR
24070640;39766;2024-11-15;24070640;26632;Prueba performance insertar recarga 17325;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070641;39763;2024-11-15;24070641;26633;Prueba performance insertar recarga 17326;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070642;39763;2024-11-15;24070642;26634;Prueba performance insertar recarga 17327;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070643;39764;2024-11-15;24070643;26635;Prueba performance insertar recarga 17328;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070644;39765;2024-11-15;24070644;26636;Prueba performance insertar recarga 17329;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070645;39766;2024-11-15;24070645;26637;Prueba performance insertar recarga 17330;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070646;39763;2024-11-15;24070646;26638;Prueba performance insertar recarga 17331;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070647;39763;2024-11-15;24070647;26639;Prueba performance insertar recarga 17332;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070648;39764;2024-11-15;24070648;26640;Prueba performance insertar recarga 17333;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070649;39765;2024-11-15;24070649;26641;Prueba performance insertar recarga 17334;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070650;39766;2024-11-15;24070650;26642;Prueba performance insertar recarga 17335;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070651;39765;2024-11-15;24070651;26643;Prueba performance insertar recarga 17336;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070652;39766;2024-11-15;24070652;26644;Prueba performance insertar recarga 17337;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070653;39763;2024-11-15;24070653;26645;Prueba performance insertar recarga 17338;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070654;39763;2024-11-15;24070654;26646;Prueba performance insertar recarga 17339;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070655;39764;2024-11-15;24070655;26647;Prueba performance insertar recarga 17340;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070656;39765;2024-11-15;24070656;26648;Prueba performance insertar recarga 17341;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070657;39766;2024-11-15;24070657;26649;Prueba performance insertar recarga 17342;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070658;39763;2024-11-15;24070658;26650;Prueba performance insertar recarga 17343;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070659;39763;2024-11-15;24070659;26651;Prueba performance insertar recarga 17344;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070660;39764;2024-11-15;24070660;26652;Prueba performance insertar recarga 17345;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070661;39765;2024-11-15;24070661;26653;Prueba performance insertar recarga 17346;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070662;39766;2024-11-15;24070662;26654;Prueba performance insertar recarga 17347;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070663;39763;2024-11-15;24070663;26655;Prueba performance insertar recarga 17348;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070664;39763;2024-11-15;24070664;26656;Prueba performance insertar recarga 17349;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070665;39764;2024-11-15;24070665;26657;Prueba performance insertar recarga 17350;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070666;39765;2024-11-15;24070666;26658;Prueba performance insertar recarga 17351;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070667;39766;2024-11-15;24070667;26659;Prueba performance insertar recarga 17352;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070668;39763;2024-11-15;24070668;26660;Prueba performance insertar recarga 17353;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070669;39763;2024-11-15;24070669;26661;Prueba performance insertar recarga 17354;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070670;39764;2024-11-15;24070670;26662;Prueba performance insertar recarga 17355;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070671;39765;2024-11-15;24070671;26663;Prueba performance insertar recarga 17356;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070672;39766;2024-11-15;24070672;26664;Prueba performance insertar recarga 17357;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070673;39763;2024-11-15;24070673;26665;Prueba performance insertar recarga 17358;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070674;39763;2024-11-15;24070674;26666;Prueba performance insertar recarga 17359;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070675;39764;2024-11-15;24070675;26667;Prueba performance insertar recarga 17360;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070676;39765;2024-11-15;24070676;26668;Prueba performance insertar recarga 17361;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070677;39766;2024-11-15;24070677;26669;Prueba performance insertar recarga 17362;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070678;39765;2024-11-15;24070678;26670;Prueba performance insertar recarga 17363;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070679;39766;2024-11-15;24070679;26671;Prueba performance insertar recarga 17364;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070680;39763;2024-11-15;24070680;26672;Prueba performance insertar recarga 17365;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070681;39763;2024-11-15;24070681;26673;Prueba performance insertar recarga 17366;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070682;39764;2024-11-15;24070682;26674;Prueba performance insertar recarga 17367;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070683;39765;2024-11-15;24070683;26675;Prueba performance insertar recarga 17368;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070684;39766;2024-11-15;24070684;26676;Prueba performance insertar recarga 17369;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070685;39763;2024-11-15;24070685;26677;Prueba performance insertar recarga 17370;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070686;39763;2024-11-15;24070686;26678;Prueba performance insertar recarga 17371;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070687;39764;2024-11-15;24070687;26679;Prueba performance insertar recarga 17372;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070688;39765;2024-11-15;24070688;26680;Prueba performance insertar recarga 17373;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070689;39766;2024-11-15;24070689;26681;Prueba performance insertar recarga 17374;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070690;39763;2024-11-15;24070690;26682;Prueba performance insertar recarga 17375;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070691;39763;2024-11-15;24070691;26683;Prueba performance insertar recarga 17376;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070692;39764;2024-11-15;24070692;26684;Prueba performance insertar recarga 17377;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070693;39765;2024-11-15;24070693;26685;Prueba performance insertar recarga 17378;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070694;39766;2024-11-15;24070694;26686;Prueba performance insertar recarga 17379;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070695;39763;2024-11-15;24070695;26687;Prueba performance insertar recarga 17380;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070696;39763;2024-11-15;24070696;26688;Prueba performance insertar recarga 17381;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070697;39764;2024-11-15;24070697;26689;Prueba performance insertar recarga 17382;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070698;39765;2024-11-15;24070698;26690;Prueba performance insertar recarga 17383;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070699;39766;2024-11-15;24070699;26691;Prueba performance insertar recarga 17384;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070700;39763;2024-11-15;24070700;26692;Prueba performance insertar recarga 17385;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070701;39763;2024-11-15;24070701;26693;Prueba performance insertar recarga 17386;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070702;39764;2024-11-15;24070702;26694;Prueba performance insertar recarga 17387;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070703;39765;2024-11-15;24070703;26695;Prueba performance insertar recarga 17388;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070704;39766;2024-11-15;24070704;26696;Prueba performance insertar recarga 17389;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070705;39765;2024-11-15;24070705;26697;Prueba performance insertar recarga 17390;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070706;39766;2024-11-15;24070706;26698;Prueba performance insertar recarga 17391;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070707;39763;2024-11-15;24070707;26699;Prueba performance insertar recarga 17392;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070708;39763;2024-11-15;24070708;26700;Prueba performance insertar recarga 17393;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070709;39764;2024-11-15;24070709;26701;Prueba performance insertar recarga 17394;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070710;39765;2024-11-15;24070710;26702;Prueba performance insertar recarga 17395;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070711;39766;2024-11-15;24070711;26703;Prueba performance insertar recarga 17396;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070712;39763;2024-11-15;24070712;26704;Prueba performance insertar recarga 17397;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070713;39763;2024-11-15;24070713;26705;Prueba performance insertar recarga 17398;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070714;39764;2024-11-15;24070714;26706;Prueba performance insertar recarga 17399;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070715;39765;2024-11-15;24070715;26707;Prueba performance insertar recarga 17400;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070716;39766;2024-11-15;24070716;26708;Prueba performance insertar recarga 17401;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070717;39763;2024-11-15;24070717;26709;Prueba performance insertar recarga 17402;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070718;39763;2024-11-15;24070718;26710;Prueba performance insertar recarga 17403;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070719;39764;2024-11-15;24070719;26711;Prueba performance insertar recarga 17404;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070720;39765;2024-11-15;24070720;26712;Prueba performance insertar recarga 17405;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070721;39766;2024-11-15;24070721;26713;Prueba performance insertar recarga 17406;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070722;39763;2024-11-15;24070722;26714;Prueba performance insertar recarga 17407;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070723;39763;2024-11-15;24070723;26715;Prueba performance insertar recarga 17408;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070724;39764;2024-11-15;24070724;26716;Prueba performance insertar recarga 17409;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070725;39765;2024-11-15;24070725;26717;Prueba performance insertar recarga 17410;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070726;39766;2024-11-15;24070726;26718;Prueba performance insertar recarga 17411;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070727;39763;2024-11-15;24070727;26719;Prueba performance insertar recarga 17412;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070728;39763;2024-11-15;24070728;26720;Prueba performance insertar recarga 17413;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070729;39764;2024-11-15;24070729;26721;Prueba performance insertar recarga 17414;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070730;39765;2024-11-15;24070730;26722;Prueba performance insertar recarga 17415;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070731;39766;2024-11-15;24070731;26723;Prueba performance insertar recarga 17416;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070732;39765;2024-11-15;24070732;26724;Prueba performance insertar recarga 17417;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070733;39766;2024-11-15;24070733;26725;Prueba performance insertar recarga 17418;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070734;39763;2024-11-15;24070734;26726;Prueba performance insertar recarga 17419;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070735;39763;2024-11-15;24070735;26727;Prueba performance insertar recarga 17420;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070736;39764;2024-11-15;24070736;26728;Prueba performance insertar recarga 17421;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070737;39765;2024-11-15;24070737;26729;Prueba performance insertar recarga 17422;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070738;39766;2024-11-15;24070738;26730;Prueba performance insertar recarga 17423;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070739;39763;2024-11-15;24070739;26731;Prueba performance insertar recarga 17424;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070740;39763;2024-11-15;24070740;26732;Prueba performance insertar recarga 17425;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070741;39764;2024-11-15;24070741;26733;Prueba performance insertar recarga 17426;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070742;39765;2024-11-15;24070742;26734;Prueba performance insertar recarga 17427;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070743;39766;2024-11-15;24070743;26735;Prueba performance insertar recarga 17428;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070744;39763;2024-11-15;24070744;26736;Prueba performance insertar recarga 17429;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070745;39763;2024-11-15;24070745;26737;Prueba performance insertar recarga 17430;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070746;39764;2024-11-15;24070746;26738;Prueba performance insertar recarga 17431;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070747;39765;2024-11-15;24070747;26739;Prueba performance insertar recarga 17432;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070748;39766;2024-11-15;24070748;26740;Prueba performance insertar recarga 17433;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070749;39763;2024-11-15;24070749;26741;Prueba performance insertar recarga 17434;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070750;39763;2024-11-15;24070750;26742;Prueba performance insertar recarga 17435;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070751;39764;2024-11-15;24070751;26743;Prueba performance insertar recarga 17436;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070752;39765;2024-11-15;24070752;26744;Prueba performance insertar recarga 17437;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070753;39766;2024-11-15;24070753;26745;Prueba performance insertar recarga 17438;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070754;39763;2024-11-15;24070754;26746;Prueba performance insertar recarga 17439;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070755;39763;2024-11-15;24070755;26747;Prueba performance insertar recarga 17440;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070756;39764;2024-11-15;24070756;26748;Prueba performance insertar recarga 17441;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070757;39765;2024-11-15;24070757;26749;Prueba performance insertar recarga 17442;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070758;39766;2024-11-15;24070758;26750;Prueba performance insertar recarga 17443;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070759;39765;2024-11-15;24070759;26751;Prueba performance insertar recarga 17444;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070760;39766;2024-11-15;24070760;26752;Prueba performance insertar recarga 17445;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070761;39763;2024-11-15;24070761;26753;Prueba performance insertar recarga 17446;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070762;39763;2024-11-15;24070762;26754;Prueba performance insertar recarga 17447;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070763;39764;2024-11-15;24070763;26755;Prueba performance insertar recarga 17448;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070764;39765;2024-11-15;24070764;26756;Prueba performance insertar recarga 17449;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070765;39766;2024-11-15;24070765;26757;Prueba performance insertar recarga 17450;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070766;39763;2024-11-15;24070766;26758;Prueba performance insertar recarga 17451;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070767;39763;2024-11-15;24070767;26759;Prueba performance insertar recarga 17452;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070768;39764;2024-11-15;24070768;26760;Prueba performance insertar recarga 17453;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070769;39765;2024-11-15;24070769;26761;Prueba performance insertar recarga 17454;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070770;39766;2024-11-15;24070770;26762;Prueba performance insertar recarga 17455;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070771;39763;2024-11-15;24070771;26763;Prueba performance insertar recarga 17456;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070772;39763;2024-11-15;24070772;26764;Prueba performance insertar recarga 17457;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070773;39764;2024-11-15;24070773;26765;Prueba performance insertar recarga 17458;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070774;39765;2024-11-15;24070774;26766;Prueba performance insertar recarga 17459;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070775;39766;2024-11-15;24070775;26767;Prueba performance insertar recarga 17460;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070776;39763;2024-11-15;24070776;26768;Prueba performance insertar recarga 17461;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070777;39763;2024-11-15;24070777;26769;Prueba performance insertar recarga 17462;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070778;39764;2024-11-15;24070778;26770;Prueba performance insertar recarga 17463;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070779;39765;2024-11-15;24070779;26771;Prueba performance insertar recarga 17464;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070780;39766;2024-11-15;24070780;26772;Prueba performance insertar recarga 17465;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070781;39763;2024-11-15;24070781;26773;Prueba performance insertar recarga 17466;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070782;39763;2024-11-15;24070782;26774;Prueba performance insertar recarga 17467;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070783;39764;2024-11-15;24070783;26775;Prueba performance insertar recarga 17468;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070784;39765;2024-11-15;24070784;26776;Prueba performance insertar recarga 17469;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070785;39766;2024-11-15;24070785;26777;Prueba performance insertar recarga 17470;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070786;39765;2024-11-15;24070786;26778;Prueba performance insertar recarga 17471;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070787;39766;2024-11-15;24070787;26779;Prueba performance insertar recarga 17472;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070788;39763;2024-11-15;24070788;26780;Prueba performance insertar recarga 17473;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070789;39763;2024-11-15;24070789;26781;Prueba performance insertar recarga 17474;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070790;39764;2024-11-15;24070790;26782;Prueba performance insertar recarga 17475;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070791;39765;2024-11-15;24070791;26783;Prueba performance insertar recarga 17476;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070792;39766;2024-11-15;24070792;26784;Prueba performance insertar recarga 17477;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070793;39763;2024-11-15;24070793;26785;Prueba performance insertar recarga 17478;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070794;39763;2024-11-15;24070794;26786;Prueba performance insertar recarga 17479;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070795;39764;2024-11-15;24070795;26787;Prueba performance insertar recarga 17480;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070796;39765;2024-11-15;24070796;26788;Prueba performance insertar recarga 17481;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070797;39766;2024-11-15;24070797;26789;Prueba performance insertar recarga 17482;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070798;39763;2024-11-15;24070798;26790;Prueba performance insertar recarga 17483;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070799;39763;2024-11-15;24070799;26791;Prueba performance insertar recarga 17484;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070800;39764;2024-11-15;24070800;26792;Prueba performance insertar recarga 17485;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070801;39765;2024-11-15;24070801;26793;Prueba performance insertar recarga 17486;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070802;39766;2024-11-15;24070802;26794;Prueba performance insertar recarga 17487;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070803;39763;2024-11-15;24070803;26795;Prueba performance insertar recarga 17488;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070804;39763;2024-11-15;24070804;26796;Prueba performance insertar recarga 17489;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070805;39764;2024-11-15;24070805;26797;Prueba performance insertar recarga 17490;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070806;39765;2024-11-15;24070806;26798;Prueba performance insertar recarga 17491;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070807;39766;2024-11-15;24070807;26799;Prueba performance insertar recarga 17492;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070808;39763;2024-11-15;24070808;26800;Prueba performance insertar recarga 17493;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070809;39763;2024-11-15;24070809;26801;Prueba performance insertar recarga 17494;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070810;39764;2024-11-15;24070810;26802;Prueba performance insertar recarga 17495;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070811;39765;2024-11-15;24070811;26803;Prueba performance insertar recarga 17496;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070812;39766;2024-11-15;24070812;26804;Prueba performance insertar recarga 17497;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070813;39765;2024-11-15;24070813;26805;Prueba performance insertar recarga 17498;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070814;39766;2024-11-15;24070814;26806;Prueba performance insertar recarga 17499;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070815;39763;2024-11-15;24070815;26807;Prueba performance insertar recarga 17500;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070816;39763;2024-11-15;24070816;26808;Prueba performance insertar recarga 17501;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070817;39764;2024-11-15;24070817;26809;Prueba performance insertar recarga 17502;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070818;39765;2024-11-15;24070818;26810;Prueba performance insertar recarga 17503;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070819;39766;2024-11-15;24070819;26811;Prueba performance insertar recarga 17504;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070820;39763;2024-11-15;24070820;26812;Prueba performance insertar recarga 17505;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070821;39763;2024-11-15;24070821;26813;Prueba performance insertar recarga 17506;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070822;39764;2024-11-15;24070822;26814;Prueba performance insertar recarga 17507;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070823;39765;2024-11-15;24070823;26815;Prueba performance insertar recarga 17508;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070824;39766;2024-11-15;24070824;26816;Prueba performance insertar recarga 17509;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070825;39763;2024-11-15;24070825;26817;Prueba performance insertar recarga 17510;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070826;39763;2024-11-15;24070826;26818;Prueba performance insertar recarga 17511;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070827;39764;2024-11-15;24070827;26819;Prueba performance insertar recarga 17512;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070828;39765;2024-11-15;24070828;26820;Prueba performance insertar recarga 17513;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070829;39766;2024-11-15;24070829;26821;Prueba performance insertar recarga 17514;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070830;39763;2024-11-15;24070830;26822;Prueba performance insertar recarga 17515;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070831;39763;2024-11-15;24070831;26823;Prueba performance insertar recarga 17516;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070832;39764;2024-11-15;24070832;26824;Prueba performance insertar recarga 17517;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070833;39765;2024-11-15;24070833;26825;Prueba performance insertar recarga 17518;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070834;39766;2024-11-15;24070834;26826;Prueba performance insertar recarga 17519;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070835;39763;2024-11-15;24070835;26827;Prueba performance insertar recarga 17520;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070836;39763;2024-11-15;24070836;26828;Prueba performance insertar recarga 17521;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070837;39764;2024-11-15;24070837;26829;Prueba performance insertar recarga 17522;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070838;39765;2024-11-15;24070838;26830;Prueba performance insertar recarga 17523;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070839;39766;2024-11-15;24070839;26831;Prueba performance insertar recarga 17524;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070840;39765;2024-11-15;24070840;26832;Prueba performance insertar recarga 17525;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24070841;39766;2024-11-15;24070841;26833;Prueba performance insertar recarga 17526;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
