cdmvto_sinc_billetera;cdusuario;femvto;cdnumero_transaccion;vrmvto;dsdescripcion_mvto;cdtipo_mvto;cdtipo_ajuste;cdorigen_ajuste;cdmvto_relacion;cdusuario_ingresa;feingresa;femodifica;cdmovimiento_referencia;dsplaca;cdpunto_atencion;cdtipo_consumo;vrajuste;cdajuste
23130640;36468;2024-11-15;23130640;36831;Prueba performance insertar referrencia 17518;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23130641;36468;2024-11-15;23130641;36832;Prueba performance insertar referrencia 17519;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23130642;36468;2024-11-15;23130642;36833;Prueba performance insertar referrencia 17520;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23130643;36468;2024-11-15;23130643;36834;Prueba performance insertar referrencia 17521;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23130644;36468;2024-11-15;23130644;36835;Prueba performance insertar referrencia 17522;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23130645;36468;2024-11-15;23130645;36836;Prueba performance insertar referrencia 17523;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23130646;36468;2024-11-15;23130646;36837;Prueba performance insertar referrencia 17524;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23130647;36468;2024-11-15;23130647;36838;Prueba performance insertar referrencia 17525;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23130648;36468;2024-11-15;23130648;36839;Prueba performance insertar referrencia 17526;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23130649;36468;2024-11-15;23130649;36840;Prueba performance insertar referrencia 17527;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23130650;36468;2024-11-15;23130650;36841;Prueba performance insertar referrencia 17528;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23130651;36468;2024-11-15;23130651;36842;Prueba performance insertar referrencia 17529;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23130652;36468;2024-11-15;23130652;36843;Prueba performance insertar referrencia 17530;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23130653;36468;2024-11-15;23130653;36844;Prueba performance insertar referrencia 17531;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23130654;36468;2024-11-15;23130654;36845;Prueba performance insertar referrencia 17532;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23130655;36468;2024-11-15;23130655;36846;Prueba performance insertar referrencia 17533;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23130656;36468;2024-11-15;23130656;36847;Prueba performance insertar referrencia 17534;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23130657;36468;2024-11-15;23130657;36848;Prueba performance insertar referrencia 17535;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23130658;36468;2024-11-15;23130658;36849;Prueba performance insertar referrencia 17536;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23130659;36468;2024-11-15;23130659;36850;Prueba performance insertar referrencia 17537;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23130660;36468;2024-11-15;23130660;36851;Prueba performance insertar referrencia 17538;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23130661;36468;2024-11-15;23130661;36852;Prueba performance insertar referrencia 17539;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23130662;36468;2024-11-15;23130662;36853;Prueba performance insertar referrencia 17540;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23130663;36468;2024-11-15;23130663;36854;Prueba performance insertar referrencia 17541;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23130664;36468;2024-11-15;23130664;36855;Prueba performance insertar referrencia 17542;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23130665;36468;2024-11-15;23130665;36856;Prueba performance insertar referrencia 17543;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23130666;36468;2024-11-15;23130666;36857;Prueba performance insertar referrencia 17544;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23130667;36468;2024-11-15;23130667;36858;Prueba performance insertar referrencia 17545;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23130668;36468;2024-11-15;23130668;36859;Prueba performance insertar referrencia 17546;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23130669;36468;2024-11-15;23130669;36860;Prueba performance insertar referrencia 17547;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23130670;36468;2024-11-15;23130670;36861;Prueba performance insertar referrencia 17548;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23130671;36468;2024-11-15;23130671;36862;Prueba performance insertar referrencia 17549;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23130672;36468;2024-11-15;23130672;36863;Prueba performance insertar referrencia 17550;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23130673;36468;2024-11-15;23130673;36864;Prueba performance insertar referrencia 17551;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23130674;36468;2024-11-15;23130674;36865;Prueba performance insertar referrencia 17552;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23130675;36468;2024-11-15;23130675;36866;Prueba performance insertar referrencia 17553;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23130676;36468;2024-11-15;23130676;36867;Prueba performance insertar referrencia 17554;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23130677;36468;2024-11-15;23130677;36868;Prueba performance insertar referrencia 17555;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23130678;36468;2024-11-15;23130678;36869;Prueba performance insertar referrencia 17556;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23130679;36468;2024-11-15;23130679;36870;Prueba performance insertar referrencia 17557;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23130680;36468;2024-11-15;23130680;36871;Prueba performance insertar referrencia 17558;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23130681;36468;2024-11-15;23130681;36872;Prueba performance insertar referrencia 17559;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23130682;36468;2024-11-15;23130682;36873;Prueba performance insertar referrencia 17560;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23130683;36468;2024-11-15;23130683;36874;Prueba performance insertar referrencia 17561;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23130684;36468;2024-11-15;23130684;36875;Prueba performance insertar referrencia 17562;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23130685;36468;2024-11-15;23130685;36876;Prueba performance insertar referrencia 17563;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23130686;36468;2024-11-15;23130686;36877;Prueba performance insertar referrencia 17564;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23130687;36468;2024-11-15;23130687;36878;Prueba performance insertar referrencia 17565;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23130688;36468;2024-11-15;23130688;36879;Prueba performance insertar referrencia 17566;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23130689;36468;2024-11-15;23130689;36880;Prueba performance insertar referrencia 17567;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23130690;36468;2024-11-15;23130690;36881;Prueba performance insertar referrencia 17568;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23130691;36468;2024-11-15;23130691;36882;Prueba performance insertar referrencia 17569;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23130692;36468;2024-11-15;23130692;36883;Prueba performance insertar referrencia 17570;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23130693;36468;2024-11-15;23130693;36884;Prueba performance insertar referrencia 17571;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23130694;36468;2024-11-15;23130694;36885;Prueba performance insertar referrencia 17572;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23130695;36468;2024-11-15;23130695;36886;Prueba performance insertar referrencia 17573;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23130696;36468;2024-11-15;23130696;36887;Prueba performance insertar referrencia 17574;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23130697;36468;2024-11-15;23130697;36888;Prueba performance insertar referrencia 17575;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23130698;36468;2024-11-15;23130698;36889;Prueba performance insertar referrencia 17576;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23130699;36468;2024-11-15;23130699;36890;Prueba performance insertar referrencia 17577;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23130700;36468;2024-11-15;23130700;36891;Prueba performance insertar referrencia 17578;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23130701;36468;2024-11-15;23130701;36892;Prueba performance insertar referrencia 17579;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23130702;36468;2024-11-15;23130702;36893;Prueba performance insertar referrencia 17580;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23130703;36468;2024-11-15;23130703;36894;Prueba performance insertar referrencia 17581;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23130704;36468;2024-11-15;23130704;36895;Prueba performance insertar referrencia 17582;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23130705;36468;2024-11-15;23130705;36896;Prueba performance insertar referrencia 17583;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23130706;36468;2024-11-15;23130706;36897;Prueba performance insertar referrencia 17584;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23130707;36468;2024-11-15;23130707;36898;Prueba performance insertar referrencia 17585;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23130708;36468;2024-11-15;23130708;36899;Prueba performance insertar referrencia 17586;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23130709;36468;2024-11-15;23130709;36900;Prueba performance insertar referrencia 17587;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23130710;36468;2024-11-15;23130710;36901;Prueba performance insertar referrencia 17588;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23130711;36468;2024-11-15;23130711;36902;Prueba performance insertar referrencia 17589;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23130712;36468;2024-11-15;23130712;36903;Prueba performance insertar referrencia 17590;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23130713;36468;2024-11-15;23130713;36904;Prueba performance insertar referrencia 17591;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23130714;36468;2024-11-15;23130714;36905;Prueba performance insertar referrencia 17592;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23130715;36468;2024-11-15;23130715;36906;Prueba performance insertar referrencia 17593;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23130716;36468;2024-11-15;23130716;36907;Prueba performance insertar referrencia 17594;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23130717;36468;2024-11-15;23130717;36908;Prueba performance insertar referrencia 17595;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23130718;36468;2024-11-15;23130718;36909;Prueba performance insertar referrencia 17596;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23130719;36468;2024-11-15;23130719;36910;Prueba performance insertar referrencia 17597;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23130720;36468;2024-11-15;23130720;36911;Prueba performance insertar referrencia 17598;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23130721;36468;2024-11-15;23130721;36912;Prueba performance insertar referrencia 17599;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23130722;36468;2024-11-15;23130722;36913;Prueba performance insertar referrencia 17600;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23130723;36468;2024-11-15;23130723;36914;Prueba performance insertar referrencia 17601;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23130724;36468;2024-11-15;23130724;36915;Prueba performance insertar referrencia 17602;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23130725;36468;2024-11-15;23130725;36916;Prueba performance insertar referrencia 17603;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23130726;36468;2024-11-15;23130726;36917;Prueba performance insertar referrencia 17604;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23130727;36468;2024-11-15;23130727;36918;Prueba performance insertar referrencia 17605;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23130728;36468;2024-11-15;23130728;36919;Prueba performance insertar referrencia 17606;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23130729;36468;2024-11-15;23130729;36920;Prueba performance insertar referrencia 17607;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23130730;36468;2024-11-15;23130730;36921;Prueba performance insertar referrencia 17608;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23130731;36468;2024-11-15;23130731;36922;Prueba performance insertar referrencia 17609;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23130732;36468;2024-11-15;23130732;36923;Prueba performance insertar referrencia 17610;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23130733;36468;2024-11-15;23130733;36924;Prueba performance insertar referrencia 17611;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23130734;36468;2024-11-15;23130734;36925;Prueba performance insertar referrencia 17612;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23130735;36468;2024-11-15;23130735;36926;Prueba performance insertar referrencia 17613;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23130736;36468;2024-11-15;23130736;36927;Prueba performance insertar referrencia 17614;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23130737;36468;2024-11-15;23130737;36928;Prueba performance insertar referrencia 17615;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23130738;36468;2024-11-15;23130738;36929;Prueba performance insertar referrencia 17616;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23130739;36468;2024-11-15;23130739;36930;Prueba performance insertar referrencia 17617;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23130740;36468;2024-11-15;23130740;36931;Prueba performance insertar referrencia 17618;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23130741;36468;2024-11-15;23130741;36932;Prueba performance insertar referrencia 17619;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23130742;36468;2024-11-15;23130742;36933;Prueba performance insertar referrencia 17620;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23130743;36468;2024-11-15;23130743;36934;Prueba performance insertar referrencia 17621;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23130744;36468;2024-11-15;23130744;36935;Prueba performance insertar referrencia 17622;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23130745;36468;2024-11-15;23130745;36936;Prueba performance insertar referrencia 17623;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23130746;36468;2024-11-15;23130746;36937;Prueba performance insertar referrencia 17624;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23130747;36468;2024-11-15;23130747;36938;Prueba performance insertar referrencia 17625;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23130748;36468;2024-11-15;23130748;36939;Prueba performance insertar referrencia 17626;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23130749;36468;2024-11-15;23130749;36940;Prueba performance insertar referrencia 17627;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23130750;36468;2024-11-15;23130750;36941;Prueba performance insertar referrencia 17628;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23130751;36468;2024-11-15;23130751;36942;Prueba performance insertar referrencia 17629;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23130752;36468;2024-11-15;23130752;36943;Prueba performance insertar referrencia 17630;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23130753;36468;2024-11-15;23130753;36944;Prueba performance insertar referrencia 17631;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23130754;36468;2024-11-15;23130754;36945;Prueba performance insertar referrencia 17632;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23130755;36468;2024-11-15;23130755;36946;Prueba performance insertar referrencia 17633;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23130756;36468;2024-11-15;23130756;36947;Prueba performance insertar referrencia 17634;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23130757;36468;2024-11-15;23130757;36948;Prueba performance insertar referrencia 17635;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23130758;36468;2024-11-15;23130758;36949;Prueba performance insertar referrencia 17636;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23130759;36468;2024-11-15;23130759;36950;Prueba performance insertar referrencia 17637;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23130760;36468;2024-11-15;23130760;36951;Prueba performance insertar referrencia 17638;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23130761;36468;2024-11-15;23130761;36952;Prueba performance insertar referrencia 17639;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23130762;36468;2024-11-15;23130762;36953;Prueba performance insertar referrencia 17640;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23130763;36468;2024-11-15;23130763;36954;Prueba performance insertar referrencia 17641;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23130764;36468;2024-11-15;23130764;36955;Prueba performance insertar referrencia 17642;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23130765;36468;2024-11-15;23130765;36956;Prueba performance insertar referrencia 17643;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23130766;36468;2024-11-15;23130766;36957;Prueba performance insertar referrencia 17644;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23130767;36468;2024-11-15;23130767;36958;Prueba performance insertar referrencia 17645;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23130768;36468;2024-11-15;23130768;36959;Prueba performance insertar referrencia 17646;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23130769;36468;2024-11-15;23130769;36960;Prueba performance insertar referrencia 17647;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23130770;36468;2024-11-15;23130770;36961;Prueba performance insertar referrencia 17648;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23130771;36468;2024-11-15;23130771;36962;Prueba performance insertar referrencia 17649;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23130772;36468;2024-11-15;23130772;36963;Prueba performance insertar referrencia 17650;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23130773;36468;2024-11-15;23130773;36964;Prueba performance insertar referrencia 17651;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23130774;36468;2024-11-15;23130774;36965;Prueba performance insertar referrencia 17652;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23130775;36468;2024-11-15;23130775;36966;Prueba performance insertar referrencia 17653;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23130776;36468;2024-11-15;23130776;36967;Prueba performance insertar referrencia 17654;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23130777;36468;2024-11-15;23130777;36968;Prueba performance insertar referrencia 17655;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23130778;36468;2024-11-15;23130778;36969;Prueba performance insertar referrencia 17656;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23130779;36468;2024-11-15;23130779;36970;Prueba performance insertar referrencia 17657;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23130780;36468;2024-11-15;23130780;36971;Prueba performance insertar referrencia 17658;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23130781;36468;2024-11-15;23130781;36972;Prueba performance insertar referrencia 17659;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23130782;36468;2024-11-15;23130782;36973;Prueba performance insertar referrencia 17660;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23130783;36468;2024-11-15;23130783;36974;Prueba performance insertar referrencia 17661;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23130784;36468;2024-11-15;23130784;36975;Prueba performance insertar referrencia 17662;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23130785;36468;2024-11-15;23130785;36976;Prueba performance insertar referrencia 17663;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23130786;36468;2024-11-15;23130786;36977;Prueba performance insertar referrencia 17664;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23130787;36468;2024-11-15;23130787;36978;Prueba performance insertar referrencia 17665;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23130788;36468;2024-11-15;23130788;36979;Prueba performance insertar referrencia 17666;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23130789;36468;2024-11-15;23130789;36980;Prueba performance insertar referrencia 17667;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23130790;36468;2024-11-15;23130790;36981;Prueba performance insertar referrencia 17668;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23130791;36468;2024-11-15;23130791;36982;Prueba performance insertar referrencia 17669;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23130792;36468;2024-11-15;23130792;36983;Prueba performance insertar referrencia 17670;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23130793;36468;2024-11-15;23130793;36984;Prueba performance insertar referrencia 17671;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23130794;36468;2024-11-15;23130794;36985;Prueba performance insertar referrencia 17672;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23130795;36468;2024-11-15;23130795;36986;Prueba performance insertar referrencia 17673;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23130796;36468;2024-11-15;23130796;36987;Prueba performance insertar referrencia 17674;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23130797;36468;2024-11-15;23130797;36988;Prueba performance insertar referrencia 17675;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23130798;36468;2024-11-15;23130798;36989;Prueba performance insertar referrencia 17676;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23130799;36468;2024-11-15;23130799;36990;Prueba performance insertar referrencia 17677;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23130800;36468;2024-11-15;23130800;36991;Prueba performance insertar referrencia 17678;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23130801;36468;2024-11-15;23130801;36992;Prueba performance insertar referrencia 17679;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23130802;36468;2024-11-15;23130802;36993;Prueba performance insertar referrencia 17680;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23130803;36468;2024-11-15;23130803;36994;Prueba performance insertar referrencia 17681;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23130804;36468;2024-11-15;23130804;36995;Prueba performance insertar referrencia 17682;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23130805;36468;2024-11-15;23130805;36996;Prueba performance insertar referrencia 17683;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23130806;36468;2024-11-15;23130806;36997;Prueba performance insertar referrencia 17684;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23130807;36468;2024-11-15;23130807;36998;Prueba performance insertar referrencia 17685;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23130808;36468;2024-11-15;23130808;36999;Prueba performance insertar referrencia 17686;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23130809;36468;2024-11-15;23130809;37000;Prueba performance insertar referrencia 17687;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23130810;36468;2024-11-15;23130810;37001;Prueba performance insertar referrencia 17688;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23130811;36468;2024-11-15;23130811;37002;Prueba performance insertar referrencia 17689;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23130812;36468;2024-11-15;23130812;37003;Prueba performance insertar referrencia 17690;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23130813;36468;2024-11-15;23130813;37004;Prueba performance insertar referrencia 17691;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23130814;36468;2024-11-15;23130814;37005;Prueba performance insertar referrencia 17692;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23130815;36468;2024-11-15;23130815;37006;Prueba performance insertar referrencia 17693;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23130816;36468;2024-11-15;23130816;37007;Prueba performance insertar referrencia 17694;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23130817;36468;2024-11-15;23130817;37008;Prueba performance insertar referrencia 17695;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23130818;36468;2024-11-15;23130818;37009;Prueba performance insertar referrencia 17696;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23130819;36468;2024-11-15;23130819;37010;Prueba performance insertar referrencia 17697;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23130820;36468;2024-11-15;23130820;37011;Prueba performance insertar referrencia 17698;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23130821;36468;2024-11-15;23130821;37012;Prueba performance insertar referrencia 17699;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23130822;36468;2024-11-15;23130822;37013;Prueba performance insertar referrencia 17700;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23130823;36468;2024-11-15;23130823;37014;Prueba performance insertar referrencia 17701;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23130824;36468;2024-11-15;23130824;37015;Prueba performance insertar referrencia 17702;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23130825;36468;2024-11-15;23130825;37016;Prueba performance insertar referrencia 17703;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23130826;36468;2024-11-15;23130826;37017;Prueba performance insertar referrencia 17704;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23130827;36468;2024-11-15;23130827;37018;Prueba performance insertar referrencia 17705;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23130828;36468;2024-11-15;23130828;37019;Prueba performance insertar referrencia 17706;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23130829;36468;2024-11-15;23130829;37020;Prueba performance insertar referrencia 17707;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23130830;36468;2024-11-15;23130830;37021;Prueba performance insertar referrencia 17708;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23130831;36468;2024-11-15;23130831;37022;Prueba performance insertar referrencia 17709;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
