cdmvto_sinc_billeteraIAR;cdusuarioIAR;femvtoIAR;cdnumero_transaccionIAR;vrmvtoIAR;dsdescripcion_mvtoIAR;cdtipo_mvtoIAR;cdtipo_ajusteIAR;cdorigen_ajusteIAR;cdmvto_relacionIAR;cdusuario_ingresaIAR;feingresaIAR;femodificaIAR;cdmovimiento_referenciaIAR;dsplacaIAR;cdpunto_atencionIAR;cdtipo_consumoIAR;vrajusteIAR;cdajusteIAR
8175743;39763;2024-11-15;8175743;35833;Prueba performance insertar ajuste de recarga 16491;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175744;39763;2024-11-15;8175744;35834;Prueba performance insertar ajuste de recarga 16492;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175745;39764;2024-11-15;8175745;35835;Prueba performance insertar ajuste de recarga 16493;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175746;39765;2024-11-15;8175746;35836;Prueba performance insertar ajuste de recarga 16494;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175747;39766;2024-11-15;8175747;35837;Prueba performance insertar ajuste de recarga 16495;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175748;39763;2024-11-15;8175748;35838;Prueba performance insertar ajuste de recarga 16496;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175749;39763;2024-11-15;8175749;35839;Prueba performance insertar ajuste de recarga 16497;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175750;39764;2024-11-15;8175750;35840;Prueba performance insertar ajuste de recarga 16498;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175751;39765;2024-11-15;8175751;35841;Prueba performance insertar ajuste de recarga 16499;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175752;39766;2024-11-15;8175752;35842;Prueba performance insertar ajuste de recarga 16500;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175753;39763;2024-11-15;8175753;35843;Prueba performance insertar ajuste de recarga 16501;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175754;39764;2024-11-15;8175754;35844;Prueba performance insertar ajuste de recarga 16502;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175755;39765;2024-11-15;8175755;35845;Prueba performance insertar ajuste de recarga 16503;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175756;39766;2024-11-15;8175756;35846;Prueba performance insertar ajuste de recarga 16504;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175757;39763;2024-11-15;8175757;35847;Prueba performance insertar ajuste de recarga 16505;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175758;39763;2024-11-15;8175758;35848;Prueba performance insertar ajuste de recarga 16506;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175759;39764;2024-11-15;8175759;35849;Prueba performance insertar ajuste de recarga 16507;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175760;39765;2024-11-15;8175760;35850;Prueba performance insertar ajuste de recarga 16508;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175761;39766;2024-11-15;8175761;35851;Prueba performance insertar ajuste de recarga 16509;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175762;39763;2024-11-15;8175762;35852;Prueba performance insertar ajuste de recarga 16510;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175763;39763;2024-11-15;8175763;35853;Prueba performance insertar ajuste de recarga 16511;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175764;39764;2024-11-15;8175764;35854;Prueba performance insertar ajuste de recarga 16512;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175765;39765;2024-11-15;8175765;35855;Prueba performance insertar ajuste de recarga 16513;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175766;39766;2024-11-15;8175766;35856;Prueba performance insertar ajuste de recarga 16514;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175767;39763;2024-11-15;8175767;35857;Prueba performance insertar ajuste de recarga 16515;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175768;39763;2024-11-15;8175768;35858;Prueba performance insertar ajuste de recarga 16516;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175769;39764;2024-11-15;8175769;35859;Prueba performance insertar ajuste de recarga 16517;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175770;39765;2024-11-15;8175770;35860;Prueba performance insertar ajuste de recarga 16518;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175771;39766;2024-11-15;8175771;35861;Prueba performance insertar ajuste de recarga 16519;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175772;39763;2024-11-15;8175772;35862;Prueba performance insertar ajuste de recarga 16520;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175773;39763;2024-11-15;8175773;35863;Prueba performance insertar ajuste de recarga 16521;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175774;39764;2024-11-15;8175774;35864;Prueba performance insertar ajuste de recarga 16522;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175775;39765;2024-11-15;8175775;35865;Prueba performance insertar ajuste de recarga 16523;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175776;39766;2024-11-15;8175776;35866;Prueba performance insertar ajuste de recarga 16524;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175777;39763;2024-11-15;8175777;35867;Prueba performance insertar ajuste de recarga 16525;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175778;39763;2024-11-15;8175778;35868;Prueba performance insertar ajuste de recarga 16526;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175779;39764;2024-11-15;8175779;35869;Prueba performance insertar ajuste de recarga 16527;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175780;39765;2024-11-15;8175780;35870;Prueba performance insertar ajuste de recarga 16528;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175781;39766;2024-11-15;8175781;35871;Prueba performance insertar ajuste de recarga 16529;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175782;39763;2024-11-15;8175782;35872;Prueba performance insertar ajuste de recarga 16530;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175783;39764;2024-11-15;8175783;35873;Prueba performance insertar ajuste de recarga 16531;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175784;39765;2024-11-15;8175784;35874;Prueba performance insertar ajuste de recarga 16532;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175785;39766;2024-11-15;8175785;35875;Prueba performance insertar ajuste de recarga 16533;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175786;39763;2024-11-15;8175786;35876;Prueba performance insertar ajuste de recarga 16534;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175787;39763;2024-11-15;8175787;35877;Prueba performance insertar ajuste de recarga 16535;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175788;39764;2024-11-15;8175788;35878;Prueba performance insertar ajuste de recarga 16536;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175789;39765;2024-11-15;8175789;35879;Prueba performance insertar ajuste de recarga 16537;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175790;39766;2024-11-15;8175790;35880;Prueba performance insertar ajuste de recarga 16538;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175791;39763;2024-11-15;8175791;35881;Prueba performance insertar ajuste de recarga 16539;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175792;39763;2024-11-15;8175792;35882;Prueba performance insertar ajuste de recarga 16540;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175793;39764;2024-11-15;8175793;35883;Prueba performance insertar ajuste de recarga 16541;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175794;39765;2024-11-15;8175794;35884;Prueba performance insertar ajuste de recarga 16542;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175795;39766;2024-11-15;8175795;35885;Prueba performance insertar ajuste de recarga 16543;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175796;39763;2024-11-15;8175796;35886;Prueba performance insertar ajuste de recarga 16544;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175797;39763;2024-11-15;8175797;35887;Prueba performance insertar ajuste de recarga 16545;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175798;39764;2024-11-15;8175798;35888;Prueba performance insertar ajuste de recarga 16546;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175799;39765;2024-11-15;8175799;35889;Prueba performance insertar ajuste de recarga 16547;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175800;39766;2024-11-15;8175800;35890;Prueba performance insertar ajuste de recarga 16548;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175801;39763;2024-11-15;8175801;35891;Prueba performance insertar ajuste de recarga 16549;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175802;39763;2024-11-15;8175802;35892;Prueba performance insertar ajuste de recarga 16550;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175803;39764;2024-11-15;8175803;35893;Prueba performance insertar ajuste de recarga 16551;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175804;39765;2024-11-15;8175804;35894;Prueba performance insertar ajuste de recarga 16552;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175805;39766;2024-11-15;8175805;35895;Prueba performance insertar ajuste de recarga 16553;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175806;39763;2024-11-15;8175806;35896;Prueba performance insertar ajuste de recarga 16554;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175807;39763;2024-11-15;8175807;35897;Prueba performance insertar ajuste de recarga 16555;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175808;39764;2024-11-15;8175808;35898;Prueba performance insertar ajuste de recarga 16556;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175809;39765;2024-11-15;8175809;35899;Prueba performance insertar ajuste de recarga 16557;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175810;39766;2024-11-15;8175810;35900;Prueba performance insertar ajuste de recarga 16558;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175811;39763;2024-11-15;8175811;35901;Prueba performance insertar ajuste de recarga 16559;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175812;39764;2024-11-15;8175812;35902;Prueba performance insertar ajuste de recarga 16560;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175813;39765;2024-11-15;8175813;35903;Prueba performance insertar ajuste de recarga 16561;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175814;39766;2024-11-15;8175814;35904;Prueba performance insertar ajuste de recarga 16562;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175815;39763;2024-11-15;8175815;35905;Prueba performance insertar ajuste de recarga 16563;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175816;39763;2024-11-15;8175816;35906;Prueba performance insertar ajuste de recarga 16564;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175817;39764;2024-11-15;8175817;35907;Prueba performance insertar ajuste de recarga 16565;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175818;39765;2024-11-15;8175818;35908;Prueba performance insertar ajuste de recarga 16566;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175819;39766;2024-11-15;8175819;35909;Prueba performance insertar ajuste de recarga 16567;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175820;39763;2024-11-15;8175820;35910;Prueba performance insertar ajuste de recarga 16568;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175821;39763;2024-11-15;8175821;35911;Prueba performance insertar ajuste de recarga 16569;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175822;39764;2024-11-15;8175822;35912;Prueba performance insertar ajuste de recarga 16570;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175823;39765;2024-11-15;8175823;35913;Prueba performance insertar ajuste de recarga 16571;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175824;39766;2024-11-15;8175824;35914;Prueba performance insertar ajuste de recarga 16572;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175825;39763;2024-11-15;8175825;35915;Prueba performance insertar ajuste de recarga 16573;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175826;39763;2024-11-15;8175826;35916;Prueba performance insertar ajuste de recarga 16574;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175827;39764;2024-11-15;8175827;35917;Prueba performance insertar ajuste de recarga 16575;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175828;39765;2024-11-15;8175828;35918;Prueba performance insertar ajuste de recarga 16576;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175829;39766;2024-11-15;8175829;35919;Prueba performance insertar ajuste de recarga 16577;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175830;39763;2024-11-15;8175830;35920;Prueba performance insertar ajuste de recarga 16578;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175831;39763;2024-11-15;8175831;35921;Prueba performance insertar ajuste de recarga 16579;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175832;39764;2024-11-15;8175832;35922;Prueba performance insertar ajuste de recarga 16580;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175833;39765;2024-11-15;8175833;35923;Prueba performance insertar ajuste de recarga 16581;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175834;39766;2024-11-15;8175834;35924;Prueba performance insertar ajuste de recarga 16582;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175835;39763;2024-11-15;8175835;35925;Prueba performance insertar ajuste de recarga 16583;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175836;39763;2024-11-15;8175836;35926;Prueba performance insertar ajuste de recarga 16584;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175837;39764;2024-11-15;8175837;35927;Prueba performance insertar ajuste de recarga 16585;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175838;39765;2024-11-15;8175838;35928;Prueba performance insertar ajuste de recarga 16586;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175839;39766;2024-11-15;8175839;35929;Prueba performance insertar ajuste de recarga 16587;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175840;39763;2024-11-15;8175840;35930;Prueba performance insertar ajuste de recarga 16588;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175841;39764;2024-11-15;8175841;35931;Prueba performance insertar ajuste de recarga 16589;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175842;39765;2024-11-15;8175842;35932;Prueba performance insertar ajuste de recarga 16590;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175843;39766;2024-11-15;8175843;35933;Prueba performance insertar ajuste de recarga 16591;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175844;39763;2024-11-15;8175844;35934;Prueba performance insertar ajuste de recarga 16592;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175845;39763;2024-11-15;8175845;35935;Prueba performance insertar ajuste de recarga 16593;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175846;39764;2024-11-15;8175846;35936;Prueba performance insertar ajuste de recarga 16594;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175847;39765;2024-11-15;8175847;35937;Prueba performance insertar ajuste de recarga 16595;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175848;39766;2024-11-15;8175848;35938;Prueba performance insertar ajuste de recarga 16596;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175849;39763;2024-11-15;8175849;35939;Prueba performance insertar ajuste de recarga 16597;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175850;39763;2024-11-15;8175850;35940;Prueba performance insertar ajuste de recarga 16598;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175851;39764;2024-11-15;8175851;35941;Prueba performance insertar ajuste de recarga 16599;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175852;39765;2024-11-15;8175852;35942;Prueba performance insertar ajuste de recarga 16600;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175853;39766;2024-11-15;8175853;35943;Prueba performance insertar ajuste de recarga 16601;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175854;39763;2024-11-15;8175854;35944;Prueba performance insertar ajuste de recarga 16602;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175855;39763;2024-11-15;8175855;35945;Prueba performance insertar ajuste de recarga 16603;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175856;39764;2024-11-15;8175856;35946;Prueba performance insertar ajuste de recarga 16604;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175857;39765;2024-11-15;8175857;35947;Prueba performance insertar ajuste de recarga 16605;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175858;39766;2024-11-15;8175858;35948;Prueba performance insertar ajuste de recarga 16606;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175859;39763;2024-11-15;8175859;35949;Prueba performance insertar ajuste de recarga 16607;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175860;39763;2024-11-15;8175860;35950;Prueba performance insertar ajuste de recarga 16608;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175861;39764;2024-11-15;8175861;35951;Prueba performance insertar ajuste de recarga 16609;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175862;39765;2024-11-15;8175862;35952;Prueba performance insertar ajuste de recarga 16610;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175863;39766;2024-11-15;8175863;35953;Prueba performance insertar ajuste de recarga 16611;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175864;39763;2024-11-15;8175864;35954;Prueba performance insertar ajuste de recarga 16612;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175865;39763;2024-11-15;8175865;35955;Prueba performance insertar ajuste de recarga 16613;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175866;39764;2024-11-15;8175866;35956;Prueba performance insertar ajuste de recarga 16614;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175867;39765;2024-11-15;8175867;35957;Prueba performance insertar ajuste de recarga 16615;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175868;39766;2024-11-15;8175868;35958;Prueba performance insertar ajuste de recarga 16616;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175869;39763;2024-11-15;8175869;35959;Prueba performance insertar ajuste de recarga 16617;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175870;39764;2024-11-15;8175870;35960;Prueba performance insertar ajuste de recarga 16618;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175871;39765;2024-11-15;8175871;35961;Prueba performance insertar ajuste de recarga 16619;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175872;39766;2024-11-15;8175872;35962;Prueba performance insertar ajuste de recarga 16620;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175873;39763;2024-11-15;8175873;35963;Prueba performance insertar ajuste de recarga 16621;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175874;39763;2024-11-15;8175874;35964;Prueba performance insertar ajuste de recarga 16622;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175875;39764;2024-11-15;8175875;35965;Prueba performance insertar ajuste de recarga 16623;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175876;39765;2024-11-15;8175876;35966;Prueba performance insertar ajuste de recarga 16624;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175877;39766;2024-11-15;8175877;35967;Prueba performance insertar ajuste de recarga 16625;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175878;39763;2024-11-15;8175878;35968;Prueba performance insertar ajuste de recarga 16626;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175879;39763;2024-11-15;8175879;35969;Prueba performance insertar ajuste de recarga 16627;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175880;39764;2024-11-15;8175880;35970;Prueba performance insertar ajuste de recarga 16628;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175881;39765;2024-11-15;8175881;35971;Prueba performance insertar ajuste de recarga 16629;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175882;39766;2024-11-15;8175882;35972;Prueba performance insertar ajuste de recarga 16630;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175883;39763;2024-11-15;8175883;35973;Prueba performance insertar ajuste de recarga 16631;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175884;39763;2024-11-15;8175884;35974;Prueba performance insertar ajuste de recarga 16632;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175885;39764;2024-11-15;8175885;35975;Prueba performance insertar ajuste de recarga 16633;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175886;39765;2024-11-15;8175886;35976;Prueba performance insertar ajuste de recarga 16634;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175887;39766;2024-11-15;8175887;35977;Prueba performance insertar ajuste de recarga 16635;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175888;39763;2024-11-15;8175888;35978;Prueba performance insertar ajuste de recarga 16636;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175889;39763;2024-11-15;8175889;35979;Prueba performance insertar ajuste de recarga 16637;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175890;39764;2024-11-15;8175890;35980;Prueba performance insertar ajuste de recarga 16638;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175891;39765;2024-11-15;8175891;35981;Prueba performance insertar ajuste de recarga 16639;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175892;39766;2024-11-15;8175892;35982;Prueba performance insertar ajuste de recarga 16640;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175893;39763;2024-11-15;8175893;35983;Prueba performance insertar ajuste de recarga 16641;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175894;39763;2024-11-15;8175894;35984;Prueba performance insertar ajuste de recarga 16642;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175895;39764;2024-11-15;8175895;35985;Prueba performance insertar ajuste de recarga 16643;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175896;39765;2024-11-15;8175896;35986;Prueba performance insertar ajuste de recarga 16644;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175897;39766;2024-11-15;8175897;35987;Prueba performance insertar ajuste de recarga 16645;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175898;39763;2024-11-15;8175898;35988;Prueba performance insertar ajuste de recarga 16646;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175899;39764;2024-11-15;8175899;35989;Prueba performance insertar ajuste de recarga 16647;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175900;39765;2024-11-15;8175900;35990;Prueba performance insertar ajuste de recarga 16648;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175901;39766;2024-11-15;8175901;35991;Prueba performance insertar ajuste de recarga 16649;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175902;39763;2024-11-15;8175902;35992;Prueba performance insertar ajuste de recarga 16650;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175903;39763;2024-11-15;8175903;35993;Prueba performance insertar ajuste de recarga 16651;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175904;39764;2024-11-15;8175904;35994;Prueba performance insertar ajuste de recarga 16652;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175905;39765;2024-11-15;8175905;35995;Prueba performance insertar ajuste de recarga 16653;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175906;39766;2024-11-15;8175906;35996;Prueba performance insertar ajuste de recarga 16654;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175907;39763;2024-11-15;8175907;35997;Prueba performance insertar ajuste de recarga 16655;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175908;39763;2024-11-15;8175908;35998;Prueba performance insertar ajuste de recarga 16656;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175909;39764;2024-11-15;8175909;35999;Prueba performance insertar ajuste de recarga 16657;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175910;39765;2024-11-15;8175910;36000;Prueba performance insertar ajuste de recarga 16658;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175911;39766;2024-11-15;8175911;36001;Prueba performance insertar ajuste de recarga 16659;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175912;39763;2024-11-15;8175912;36002;Prueba performance insertar ajuste de recarga 16660;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175913;39763;2024-11-15;8175913;36003;Prueba performance insertar ajuste de recarga 16661;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175914;39764;2024-11-15;8175914;36004;Prueba performance insertar ajuste de recarga 16662;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175915;39765;2024-11-15;8175915;36005;Prueba performance insertar ajuste de recarga 16663;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175916;39766;2024-11-15;8175916;36006;Prueba performance insertar ajuste de recarga 16664;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175917;39763;2024-11-15;8175917;36007;Prueba performance insertar ajuste de recarga 16665;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175918;39763;2024-11-15;8175918;36008;Prueba performance insertar ajuste de recarga 16666;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175919;39764;2024-11-15;8175919;36009;Prueba performance insertar ajuste de recarga 16667;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175920;39765;2024-11-15;8175920;36010;Prueba performance insertar ajuste de recarga 16668;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175921;39766;2024-11-15;8175921;36011;Prueba performance insertar ajuste de recarga 16669;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175922;39763;2024-11-15;8175922;36012;Prueba performance insertar ajuste de recarga 16670;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175923;39763;2024-11-15;8175923;36013;Prueba performance insertar ajuste de recarga 16671;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175924;39764;2024-11-15;8175924;36014;Prueba performance insertar ajuste de recarga 16672;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175925;39765;2024-11-15;8175925;36015;Prueba performance insertar ajuste de recarga 16673;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175926;39766;2024-11-15;8175926;36016;Prueba performance insertar ajuste de recarga 16674;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175927;39763;2024-11-15;8175927;36017;Prueba performance insertar ajuste de recarga 16675;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175928;39764;2024-11-15;8175928;36018;Prueba performance insertar ajuste de recarga 16676;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175929;39765;2024-11-15;8175929;36019;Prueba performance insertar ajuste de recarga 16677;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175930;39766;2024-11-15;8175930;36020;Prueba performance insertar ajuste de recarga 16678;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
